"kt_id","jahr","dim","wert","anz_gultig","anz_stber"
"GR",2012,22,4.42,49578,135579
"JU",2012,21,1.48,17105,50774
"JU",2012,22,-13.21,17105,50774
"LU",2012,21,-1.18,108934,258165
"LU",2012,22,4.66,108934,258165
"NE",2012,21,4.36,47206,109841
"NE",2012,22,-9.5,47206,109841
"NW",2012,21,-2.74,13057,30481
"NW",2012,22,10.58,13057,30481
"OW",2012,21,-3.61,11514,25354
"OW",2012,22,9.07,11514,25354
"SG",2012,21,-4.34,125886,305917
"SG",2012,22,3.96,125886,305917
"SH",2012,21,-4.68,28295,50216
"SH",2012,22,1.4,28295,50216
"SO",2012,21,-2.52,65610,174042
"SO",2012,22,1.34,65610,174042
"SZ",2012,21,-7.85,44672,98821
"SZ",2012,22,9.43,44672,98821
"TG",2012,21,-5.02,59656,159220
"TG",2012,22,5.34,59656,159220
"TI",2012,21,-7.54,83453,212814
"TI",2012,22,-2.51,83453,212814
"UR",2012,21,-6.02,9784,25761
"UR",2012,22,5.3,9784,25761
"VD",2012,21,6.83,172614,397850
"VD",2012,22,-6.59,172614,397850
"VS",2012,21,-0.02,94891,203935
"VS",2012,22,0.26,94891,203935
"ZG",2012,21,0.67,32860,72323
"ZG",2012,22,7.85,32860,72323
"ZH",2012,21,2,354775,882422
"ZH",2012,22,0.92,354775,882422
"AG",2013,21,-2.88,180693,398492
"AG",2013,22,3.91,180693,398492
"AI",2013,21,-7.13,4490,11139
"AI",2013,22,9.98,4490,11139
"AR",2013,21,-3.43,18928,37899
"AR",2013,22,3.62,18928,37899
"BE",2013,21,-0.1,320607,721848
"BE",2013,22,-0.86,320607,721848
"BL",2013,21,0.02,83317,186660
"BL",2013,22,-0.4,83317,186660
"BS",2013,21,4.03,53310,107102
"BS",2013,22,-8.12,53310,107102
"FR",2013,21,1.14,84721,185953
"FR",2013,22,-3.78,84721,185953
"GE",2013,21,5.66,105946,222552
"GE",2013,22,-7.49,105946,222552
"GL",2013,21,-4.61,9820,26085
"GL",2013,22,4.96,9820,26085
"GR",2013,21,0.3,62800,136078
"GR",2013,22,4.51,62800,136078
"JU",2013,21,1.52,22221,51261
"JU",2013,22,-12.94,22221,51261
"LU",2013,21,-1.13,124906,261233
"LU",2013,22,4.47,124906,261233
"NE",2013,21,4.26,49287,110376
"NE",2013,22,-9.37,49287,110376
"NW",2013,21,-2.66,15145,30588
"NW",2013,22,10.59,15145,30588
"OW",2013,21,-3.61,12747,25678
"OW",2013,22,9.1,12747,25678
"SG",2013,21,-4.35,138560,307979
"SG",2013,22,3.82,138560,307979
"SH",2013,21,-4.79,30613,50561
"SH",2013,22,1.43,30613,50561
"SO",2013,21,-2.52,82147,175377
"SO",2013,22,1.34,82147,175377
"SZ",2013,21,-7.67,50047,100010
"SZ",2013,22,9.48,50047,100010
"TG",2013,21,-5.03,69731,161174
"TG",2013,22,5.16,69731,161174
"TI",2013,21,-7.38,93931,215033
"TI",2013,22,-2.11,93931,215033
"UR",2013,21,-5.95,10823,25821
"UR",2013,22,5.63,10823,25821
"VD",2013,21,6.82,188071,401530
"VD",2013,22,-6.37,188071,401530
"VS",2013,21,0.37,112126,206670
"VS",2013,22,0.74,112126,206670
"ZG",2013,21,0.76,37991,72820
"ZG",2013,22,7.71,37991,72820
"ZH",2013,21,1.95,422166,888675
"ZH",2013,22,0.65,422166,888675
"AG",2014,21,-2.87,206499,401853
"AG",2014,22,3.87,206499,401853
"AI",2014,21,-7.24,5259,11171
"AI",2014,22,9.9,5259,11171
"AR",2014,21,-3.54,20352,38237
"AR",2014,22,3.49,20352,38237
"BE",2014,21,-0.26,361330,725283
"BE",2014,22,-0.82,361330,725283
"BL",2014,21,-0.06,97784,187344
"BL",2014,22,-0.36,97784,187344
"BS",2014,21,4.1,59726,106880
"BS",2014,22,-8.24,59726,106880
"FR",2014,21,1.12,98581,188336
"FR",2014,22,-3.63,98581,188336
"GE",2014,21,5.65,122852,222961
"GE",2014,22,-7.42,122852,222961
"GL",2014,21,-4.43,11718,26201
"GL",2014,22,4.94,11718,26201
"GR",2014,21,0.44,65610,136487
"GR",2014,22,4.57,65610,136487
"JU",2014,21,1.57,24525,51681
"JU",2014,22,-12.76,24525,51681
"LU",2014,21,-1.12,140046,263701
"LU",2014,22,4.31,140046,263701
"NE",2014,21,4.22,56425,110777
"NE",2014,22,-9.29,56425,110777
"NW",2014,21,-2.64,16810,30658
"NW",2014,22,10.62,16810,30658
"OW",2014,21,-3.67,14080,25935
"OW",2014,22,9.14,14080,25935
"SG",2014,21,-4.37,157693,309858
"SG",2014,22,3.72,157693,309858
"SH",2014,21,-4.92,33428,50721
"SH",2014,22,1.43,33428,50721
"SO",2014,21,-2.53,88239,176196
"SO",2014,22,1.35,88239,176196
"SZ",2014,21,-7.56,55708,101041
"SZ",2014,22,9.53,55708,101041
"TG",2014,21,-5.08,79333,162666
"TG",2014,22,5.03,79333,162666
"TI",2014,21,-7.28,111751,216698
"TI",2014,22,-1.86,111751,216698
"UR",2014,21,-5.95,11720,25869
"UR",2014,22,5.91,11720,25869
"VD",2014,21,6.84,223453,405766
"VD",2014,22,-6.2,223453,405766
"VS",2014,21,0.67,118466,208652
"VS",2014,22,1.12,118466,208652
"ZG",2014,21,0.83,42749,73568
"ZG",2014,22,7.6,42749,73568
"ZH",2014,21,1.93,473049,895979
"ZH",2014,22,0.42,473049,895979
