gnr;jahr;dim;wert
1139;1981;22;8.97
1140;1981;21;-8.61
1140;1981;22;7.71
1142;1981;21;-11.64
1142;1981;22;11.08
1143;1981;21;-6.49
1143;1981;22;9.93
1145;1981;21;-12.03
1145;1981;22;12.73
1146;1981;21;-9.10
1146;1981;22;7.79
1147;1981;21;-5.77
1147;1981;22;7.38
1150;1981;21;-1.72
1150;1981;22;11.76
1151;1981;21;-4.81
1151;1981;22;8.57
1201;1981;21;-0.30
1201;1981;22;-0.62
1202;1981;21;-2.18
1202;1981;22;4.75
1203;1981;21;-9.78
1203;1981;22;2.04
1204;1981;21;1.15
1204;1981;22;8.11
1205;1981;21;-10.85
1205;1981;22;0.38
1206;1981;21;-5.31
1206;1981;22;-7.60
1207;1981;21;-8.46
1207;1981;22;3.93
1208;1981;21;-9.00
1208;1981;22;-3.41
1209;1981;21;-14.26
1209;1981;22;0.91
1210;1981;21;-14.54
1210;1981;22;7.56
1211;1981;21;-7.91
1211;1981;22;7.72
1212;1981;21;-0.62
1212;1981;22;2.14
1213;1981;21;-9.79
1213;1981;22;-1.03
1214;1981;21;-2.20
1214;1981;22;3.40
1215;1981;21;-10.07
1215;1981;22;7.71
1216;1981;21;-15.07
1216;1981;22;-1.48
1217;1981;21;-16.51
1217;1981;22;3.58
1218;1981;21;-14.70
1218;1981;22;8.88
1219;1981;21;-17.12
1219;1981;22;10.32
1220;1981;21;-11.28
1220;1981;22;3.90
1301;1981;21;-11.33
1301;1981;22;9.89
1311;1981;21;-10.80
1311;1981;22;12.38
1321;1981;21;-9.89
1321;1981;22;6.64
1322;1981;21;-4.06
1322;1981;22;2.49
1323;1981;21;-6.98
1323;1981;22;5.62
1331;1981;21;-6.30
1331;1981;22;9.99
1341;1981;21;-7.30
1341;1981;22;6.42
1342;1981;21;-12.76
1342;1981;22;2.97
1343;1981;21;-8.38
1343;1981;22;10.67
1344;1981;21;-4.46
1344;1981;22;2.61
1345;1981;21;-16.92
1345;1981;22;1.72
1346;1981;21;-12.42
1346;1981;22;1.94
1347;1981;21;-16.81
1347;1981;22;8.97
1348;1981;21;-21.22
1348;1981;22;5.34
1349;1981;21;-14.89
1349;1981;22;2.14
1361;1981;21;-20.52
1361;1981;22;18.36
1362;1981;21;-12.24
1362;1981;22;5.33
1363;1981;21;-12.72
1363;1981;22;12.13
1364;1981;21;-4.88
1364;1981;22;6.69
1365;1981;21;-20.65
1365;1981;22;13.49
1366;1981;21;-12.27
1366;1981;22;10.62
1367;1981;21;-20.66
1367;1981;22;16.72
1368;1981;21;-26.08
1368;1981;22;14.44
1369;1981;21;-15.29
1369;1981;22;19.58
1370;1981;21;-27.61
1370;1981;22;4.56
1371;1981;21;-26.90
1371;1981;22;14.11
1372;1981;21;-11.51
1372;1981;22;10.23
1373;1981;21;-11.94
1373;1981;22;9.95
1374;1981;21;-18.10
1374;1981;22;11.49
1375;1981;21;-26.95
1375;1981;22;11.34
1401;1981;21;-10.83
1401;1981;22;6.65
1402;1981;21;-5.25
1402;1981;22;7.47
1403;1981;21;-9.78
1403;1981;22;6.09
1404;1981;21;-9.73
1404;1981;22;9.59
1405;1981;21;-8.10
1405;1981;22;9.75
1406;1981;21;-5.49
1406;1981;22;6.69
1407;1981;21;-2.04
1407;1981;22;7.49
1501;1981;21;-5.50
1501;1981;22;7.26
1502;1981;21;-4.27
1502;1981;22;6.73
1503;1981;21;-12.14
1503;1981;22;8.06
1504;1981;21;-3.99
1504;1981;22;10.48
1505;1981;21;-6.43
1505;1981;22;8.23
1506;1981;21;-6.72
1506;1981;22;13.05
1507;1981;21;-2.60
1507;1981;22;6.53
1508;1981;21;-6.90
1508;1981;22;7.47
1509;1981;21;-1.08
1509;1981;22;4.79
1510;1981;21;1.27
1510;1981;22;6.74
1511;1981;21;-10.18
1511;1981;22;10.79
1630;1981;21;-7.43
1630;1981;22;3.76
1631;1981;21;-7.54
1631;1981;22;5.78
1632;1981;21;-4.50
1632;1981;22;6.45
1701;1981;21;-1.22
1701;1981;22;2.28
1702;1981;21;-0.36
1702;1981;22;3.26
1703;1981;21;2.70
1703;1981;22;5.79
1704;1981;21;4.54
1704;1981;22;12.75
1705;1981;21;-7.05
1705;1981;22;12.19
1706;1981;21;-7.57
1706;1981;22;12.69
1707;1981;21;-3.62
1707;1981;22;3.66
1708;1981;21;3.87
1708;1981;22;2.31
1709;1981;21;-4.67
1709;1981;22;4.58
1710;1981;21;-4.30
1710;1981;22;8.99
1711;1981;21;4.16
1711;1981;22;1.73
2004;1981;21;-5.51
2004;1981;22;-1.59
2005;1981;21;4.12
2005;1981;22;7.66
2008;1981;21;0.45
2008;1981;22;0.72
2009;1981;21;-11.12
2009;1981;22;9.54
2010;1981;21;3.17
2010;1981;22;1.77
2011;1981;21;-7.35
2011;1981;22;2.48
2013;1981;21;1.25
2013;1981;22;0.20
2014;1981;21;-19.54
2014;1981;22;2.86
2015;1981;21;4.20
2015;1981;22;0.93
2016;1981;21;3.21
2016;1981;22;-5.31
2022;1981;21;-20.25
2022;1981;22;7.42
2024;1981;21;-1.71
2024;1981;22;-6.08
2025;1981;21;0.74
2025;1981;22;1.56
2027;1981;21;-7.79
2027;1981;22;9.96
2029;1981;21;-1.45
2029;1981;22;-2.99
2033;1981;21;-13.62
2033;1981;22;4.62
2034;1981;21;-1.03
2034;1981;22;2.83
2035;1981;21;-0.96
2035;1981;22;2.77
2038;1981;21;-13.66
2038;1981;22;-2.92
2039;1981;21;-12.44
2039;1981;22;1.17
2040;1981;21;-10.96
2040;1981;22;-1.60
2041;1981;21;2.29
2041;1981;22;4.98
2043;1981;21;-2.84
2043;1981;22;10.64
2044;1981;21;-9.20
2044;1981;22;4.86
2045;1981;21;5.54
2045;1981;22;0.10
2047;1981;21;0.28
2047;1981;22;-8.51
2049;1981;21;-0.64
2049;1981;22;1.83
2050;1981;21;0.89
2050;1981;22;1.98
2051;1981;21;-5.01
2051;1981;22;0.82
2052;1981;21;-3.62
2052;1981;22;2.53
2061;1981;21;-0.04
2061;1981;22;3.45
2063;1981;21;-3.68
2063;1981;22;2.28
2066;1981;21;-9.39
2066;1981;22;3.49
2067;1981;21;-11.78
2067;1981;22;4.38
2068;1981;21;-0.65
2068;1981;22;-4.27
2072;1981;21;-3.08
2072;1981;22;8.50
2079;1981;21;-8.81
2079;1981;22;1.01
2086;1981;21;-9.84
2086;1981;22;0.02
2087;1981;21;-5.79
2087;1981;22;5.66
2089;1981;21;3.75
2089;1981;22;3.05
2096;1981;21;3.88
2096;1981;22;-0.75
2097;1981;21;0.28
2097;1981;22;5.40
2099;1981;21;-2.13
2099;1981;22;2.02
2102;1981;21;-5.12
2102;1981;22;1.41
2111;1981;21;-5.05
2111;1981;22;2.72
2113;1981;21;-8.37
2113;1981;22;7.30
2114;1981;21;-11.47
2114;1981;22;4.98
2115;1981;21;-7.38
2115;1981;22;3.90
2116;1981;21;-1.99
2116;1981;22;2.84
2121;1981;21;2.41
2121;1981;22;6.80
2122;1981;21;-0.93
2122;1981;22;2.57
2123;1981;21;3.60
2123;1981;22;-2.78
2124;1981;21;3.85
2124;1981;22;-2.05
2125;1981;21;2.83
2125;1981;22;-0.13
2128;1981;21;-2.93
2128;1981;22;-1.58
2129;1981;21;-7.87
2129;1981;22;0.48
2130;1981;21;-7.20
2130;1981;22;2.95
2131;1981;21;1.09
2131;1981;22;3.06
2134;1981;21;0.24
2134;1981;22;10.84
2135;1981;21;1.29
2135;1981;22;4.43
2137;1981;21;-4.38
2137;1981;22;9.58
2138;1981;21;1.19
2138;1981;22;9.66
2140;1981;21;1.37
2140;1981;22;-0.70
2143;1981;21;5.35
2143;1981;22;7.75
2145;1981;21;5.78
2145;1981;22;6.98
2147;1981;21;-0.52
2147;1981;22;3.50
2148;1981;21;0.01
2148;1981;22;1.08
2149;1981;21;-10.56
2149;1981;22;4.58
2152;1981;21;2.49
2152;1981;22;6.02
2153;1981;21;-6.58
2153;1981;22;5.42
2155;1981;21;-1.26
2155;1981;22;4.04
2160;1981;21;-2.07
2160;1981;22;2.89
2162;1981;21;-1.42
2162;1981;22;3.61
2163;1981;21;3.34
2163;1981;22;8.88
2171;1981;21;-1.28
2171;1981;22;-1.93
2172;1981;21;-10.27
2172;1981;22;21.78
2173;1981;21;-6.88
2173;1981;22;2.53
2174;1981;21;2.86
2174;1981;22;-4.72
2175;1981;21;8.52
2175;1981;22;-8.74
2177;1981;21;-2.79
2177;1981;22;-2.45
2179;1981;21;-1.72
2179;1981;22;0.35
2183;1981;21;6.03
2183;1981;22;-7.23
2184;1981;21;4.14
2184;1981;22;-8.03
2185;1981;21;4.52
2185;1981;22;-11.96
2186;1981;21;-5.60
2186;1981;22;0.94
2189;1981;21;5.27
2189;1981;22;-3.17
2192;1981;21;0.61
2192;1981;22;-3.89
2194;1981;21;-9.65
2194;1981;22;3.84
2196;1981;21;6.63
2196;1981;22;-6.65
2197;1981;21;11.49
2197;1981;22;-3.59
2198;1981;21;2.49
2198;1981;22;-3.15
2200;1981;21;5.38
2200;1981;22;-4.38
2206;1981;21;7.30
2206;1981;22;-6.78
2208;1981;21;3.88
2208;1981;22;-5.07
2211;1981;21;3.99
2211;1981;22;-5.34
2213;1981;21;2.09
2213;1981;22;-1.56
2216;1981;21;10.74
2216;1981;22;13.44
2217;1981;21;-7.70
2217;1981;22;-5.32
2220;1981;21;-3.01
2220;1981;22;-0.13
2221;1981;21;1.96
2221;1981;22;-4.27
2222;1981;21;0.74
2222;1981;22;-3.84
2223;1981;21;-2.92
2223;1981;22;1.70
2225;1981;21;-14.61
2225;1981;22;1.65
2226;1981;21;3.20
2226;1981;22;-2.83
2228;1981;21;9.23
2228;1981;22;-5.06
2230;1981;21;5.01
2230;1981;22;10.67
2231;1981;21;5.94
2231;1981;22;0.32
2233;1981;21;2.03
2233;1981;22;-2.50
2234;1981;21;-2.53
2234;1981;22;-3.17
2235;1981;21;-0.25
2235;1981;22;-4.81
2243;1981;21;2.98
2243;1981;22;2.86
2250;1981;21;-10.25
2250;1981;22;1.87
2251;1981;21;-7.45
2251;1981;22;11.15
2254;1981;21;-3.77
2254;1981;22;-5.28
2257;1981;21;4.84
2257;1981;22;1.17
2258;1981;21;-4.17
2258;1981;22;15.52
2259;1981;21;-5.75
2259;1981;22;15.40
2260;1981;21;-6.87
2260;1981;22;14.97
2261;1981;21;-4.85
2261;1981;22;23.89
2262;1981;21;-5.04
2262;1981;22;5.47
2264;1981;21;-1.90
2264;1981;22;8.95
2265;1981;21;0.51
2265;1981;22;7.52
2266;1981;21;2.73
2266;1981;22;-2.22
2270;1981;21;-0.03
2270;1981;22;16.62
2271;1981;21;6.34
2271;1981;22;8.42
2272;1981;21;-4.13
2272;1981;22;-3.00
2274;1981;21;5.25
2274;1981;22;12.02
2275;1981;21;2.53
2275;1981;22;7.05
2276;1981;21;-7.62
2276;1981;22;16.83
2277;1981;21;-5.13
2277;1981;22;14.90
2278;1981;21;-7.21
2278;1981;22;8.20
2279;1981;21;-6.53
2279;1981;22;0.88
2280;1981;21;0.44
2280;1981;22;6.19
2281;1981;21;6.27
2281;1981;22;10.77
2283;1981;21;2.15
2283;1981;22;-3.46
2291;1981;21;-7.73
2291;1981;22;2.04
2292;1981;21;-9.90
2292;1981;22;0.07
2293;1981;21;0.52
2293;1981;22;1.43
2294;1981;21;-3.34
2294;1981;22;3.03
2295;1981;21;-0.46
2295;1981;22;6.25
2296;1981;21;-7.48
2296;1981;22;9.67
2298;1981;21;-8.40
2298;1981;22;2.69
2299;1981;21;-10.76
2299;1981;22;3.61
2300;1981;21;-8.05
2300;1981;22;3.13
2301;1981;21;-5.53
2301;1981;22;3.53
2302;1981;21;-6.14
2302;1981;22;6.20
2303;1981;21;-15.92
2303;1981;22;6.44
2304;1981;21;-4.67
2304;1981;22;5.02
2305;1981;21;0.58
2305;1981;22;1.84
2306;1981;21;5.34
2306;1981;22;3.14
2307;1981;21;-10.95
2307;1981;22;3.12
2308;1981;21;-3.96
2308;1981;22;7.95
2309;1981;21;-1.82
2309;1981;22;-0.17
2310;1981;21;-9.92
2310;1981;22;10.48
2321;1981;21;5.46
2321;1981;22;-2.09
2323;1981;21;-0.82
2323;1981;22;-3.84
2325;1981;21;1.74
2325;1981;22;1.91
2328;1981;21;0.80
2328;1981;22;-0.46
2333;1981;21;-2.47
2333;1981;22;6.35
2335;1981;21;-10.89
2335;1981;22;5.85
2336;1981;21;-6.70
2336;1981;22;7.79
2337;1981;21;-1.78
2337;1981;22;3.94
2338;1981;21;-5.83
2338;1981;22;7.02
2401;1981;21;-6.95
2401;1981;22;3.24
2402;1981;21;-4.21
2402;1981;22;4.65
2403;1981;21;-5.48
2403;1981;22;1.71
2404;1981;21;-7.54
2404;1981;22;6.16
2405;1981;21;-17.24
2405;1981;22;3.46
2406;1981;21;-3.16
2406;1981;22;5.33
2407;1981;21;-5.79
2407;1981;22;1.05
2408;1981;21;-11.87
2408;1981;22;6.26
2421;1981;21;-16.48
2421;1981;22;9.99
2422;1981;21;-6.03
2422;1981;22;3.41
2423;1981;21;-13.41
2423;1981;22;9.59
2424;1981;21;-16.76
2424;1981;22;3.26
2425;1981;21;-11.26
2425;1981;22;5.25
2426;1981;21;-14.19
2426;1981;22;3.46
2427;1981;21;-15.26
2427;1981;22;5.05
2428;1981;21;-12.17
2428;1981;22;4.20
2429;1981;21;-9.84
2429;1981;22;0.97
2445;1981;21;-15.44
2445;1981;22;8.20
2455;1981;21;-1.73
2455;1981;22;7.01
2456;1981;21;-6.07
2456;1981;22;9.84
2457;1981;21;-9.18
2457;1981;22;7.56
2461;1981;21;-4.68
2461;1981;22;7.56
2463;1981;21;-13.57
2463;1981;22;5.62
2464;1981;21;-8.28
2464;1981;22;1.19
2465;1981;21;-5.87
2465;1981;22;3.54
2471;1981;21;-2.98
2471;1981;22;-1.72
2472;1981;21;-12.73
2472;1981;22;-3.00
2473;1981;21;6.15
2473;1981;22;-6.27
2474;1981;21;-2.79
2474;1981;22;-3.10
2475;1981;21;-0.04
2475;1981;22;-2.48
2476;1981;21;3.11
2476;1981;22;-1.51
2477;1981;21;0.49
2477;1981;22;-4.71
2478;1981;21;-10.67
2478;1981;22;-3.56
2479;1981;21;2.97
2479;1981;22;-8.49
2480;1981;21;-13.46
2480;1981;22;6.92
2481;1981;21;6.64
2481;1981;22;-7.20
2491;1981;21;-9.44
2491;1981;22;9.63
2492;1981;21;-13.27
2492;1981;22;8.55
2493;1981;21;-0.49
2493;1981;22;0.29
2495;1981;21;-7.74
2495;1981;22;3.34
2497;1981;21;-5.04
2497;1981;22;0.82
2498;1981;21;-11.74
2498;1981;22;6.92
2499;1981;21;-9.33
2499;1981;22;-0.36
2500;1981;21;-0.71
2500;1981;22;-6.71
2501;1981;21;-1.72
2501;1981;22;-1.30
2502;1981;21;-6.16
2502;1981;22;-0.94
2503;1981;21;-7.96
2503;1981;22;5.62
2511;1981;21;-9.45
2511;1981;22;1.85
2513;1981;21;-1.91
2513;1981;22;-1.63
2514;1981;21;-10.32
2514;1981;22;-7.06
2516;1981;21;-8.25
2516;1981;22;-0.35
2517;1981;21;-5.29
2517;1981;22;-3.97
2518;1981;21;-4.32
2518;1981;22;0.03
2519;1981;21;-5.21
2519;1981;22;-2.55
2520;1981;21;0.22
2520;1981;22;-7.40
2523;1981;21;-3.49
2523;1981;22;1.80
2524;1981;21;-1.40
2524;1981;22;10.37
2525;1981;21;-5.03
2525;1981;22;-0.75
2526;1981;21;1.47
2526;1981;22;5.82
2527;1981;21;-4.89
2527;1981;22;-2.04
2528;1981;21;-7.56
2528;1981;22;-4.31
2529;1981;21;-6.26
2529;1981;22;-5.63
2530;1981;21;-3.49
2530;1981;22;-5.74
2532;1981;21;-7.68
2532;1981;22;-1.60
2534;1981;21;-1.72
2534;1981;22;-4.11
2535;1981;21;-3.74
2535;1981;22;-3.16
2541;1981;21;-14.12
2541;1981;22;2.55
2542;1981;21;-4.19
2542;1981;22;1.20
2543;1981;21;-5.25
2543;1981;22;1.69
2544;1981;21;4.84
2544;1981;22;8.71
2545;1981;21;-9.16
2545;1981;22;2.44
2546;1981;21;-4.00
2546;1981;22;-2.06
2547;1981;21;-4.40
2547;1981;22;-0.48
2548;1981;21;-7.13
2548;1981;22;1.11
2549;1981;21;5.59
2549;1981;22;7.42
2550;1981;21;1.29
2550;1981;22;-0.01
2551;1981;21;-4.83
2551;1981;22;1.73
2553;1981;21;-0.59
2553;1981;22;2.23
2554;1981;21;-2.77
2554;1981;22;2.48
2555;1981;21;-3.44
2555;1981;22;-2.39
2556;1981;21;-12.95
2556;1981;22;2.48
2571;1981;21;-2.80
2571;1981;22;0.67
2572;1981;21;-8.65
2572;1981;22;5.57
2573;1981;21;-5.44
2573;1981;22;-4.46
2574;1981;21;-10.35
2574;1981;22;5.44
2575;1981;21;-6.39
2575;1981;22;1.86
2576;1981;21;-7.79
2576;1981;22;4.07
2578;1981;21;-5.79
2578;1981;22;4.33
2579;1981;21;-3.72
2579;1981;22;1.92
2580;1981;21;-1.27
2580;1981;22;3.14
2581;1981;21;3.42
2581;1981;22;-2.72
2582;1981;21;1.01
2582;1981;22;3.57
2583;1981;21;-4.53
2583;1981;22;5.17
2584;1981;21;2.16
2584;1981;22;-0.02
2585;1981;21;-11.06
2585;1981;22;4.70
2586;1981;21;-1.17
2586;1981;22;0.17
2601;1981;21;3.84
2601;1981;22;0.64
2611;1981;21;-20.56
2611;1981;22;-4.13
2612;1981;21;-13.74
2612;1981;22;7.80
2613;1981;21;-2.12
2613;1981;22;0.95
2614;1981;21;-12.00
2614;1981;22;1.61
2615;1981;21;-16.33
2615;1981;22;-0.14
2616;1981;21;-8.17
2616;1981;22;0.44
2617;1981;21;-20.91
2617;1981;22;-5.59
2618;1981;21;2.99
2618;1981;22;-1.11
2619;1981;21;-10.61
2619;1981;22;-4.35
2620;1981;21;-14.66
2620;1981;22;-6.60
2621;1981;21;-10.40
2621;1981;22;2.73
2622;1981;21;-15.96
2622;1981;22;-5.12
2701;1981;21;4.06
2701;1981;22;-12.67
2702;1981;21;13.42
2702;1981;22;-0.42
2703;1981;21;9.71
2703;1981;22;-6.94
2761;1981;21;6.52
2761;1981;22;-5.27
2762;1981;21;7.08
2762;1981;22;-9.48
2763;1981;21;12.85
2763;1981;22;-6.88
2764;1981;21;11.18
2764;1981;22;-3.50
2765;1981;21;10.98
2765;1981;22;-4.33
2766;1981;21;3.49
2766;1981;22;-16.11
2767;1981;21;13.23
2767;1981;22;-1.21
2768;1981;21;6.49
2768;1981;22;-5.96
2769;1981;21;6.19
2769;1981;22;-10.00
2770;1981;21;4.87
2770;1981;22;-9.44
2771;1981;21;11.46
2771;1981;22;-3.89
2772;1981;21;12.75
2772;1981;22;1.00
2773;1981;21;10.43
2773;1981;22;-6.77
2774;1981;21;8.05
2774;1981;22;-2.14
2775;1981;21;12.05
2775;1981;22;-5.11
2781;1981;21;-6.70
2781;1981;22;0.54
2782;1981;21;-15.68
2782;1981;22;-6.62
2783;1981;21;-5.53
2783;1981;22;-3.18
2784;1981;21;-5.66
2784;1981;22;-8.64
2785;1981;21;-4.95
2785;1981;22;-8.19
2786;1981;21;-1.48
2786;1981;22;-7.97
2787;1981;21;2.16
2787;1981;22;-2.05
2788;1981;21;-10.36
2788;1981;22;-6.40
2789;1981;21;-4.82
2789;1981;22;-7.41
2790;1981;21;-12.68
2790;1981;22;8.58
2791;1981;21;-8.00
2791;1981;22;-6.65
2792;1981;21;-11.39
2792;1981;22;-2.43
2793;1981;21;-1.10
2793;1981;22;-3.85
2821;1981;21;-3.68
2821;1981;22;-1.87
2822;1981;21;-2.42
2822;1981;22;-10.38
2823;1981;21;-6.44
2823;1981;22;-2.78
2824;1981;21;0.57
2824;1981;22;-6.22
2825;1981;21;4.14
2825;1981;22;-4.29
2826;1981;21;0.36
2826;1981;22;-0.93
2827;1981;21;-2.20
2827;1981;22;-2.44
2828;1981;21;-0.94
2828;1981;22;-2.10
2829;1981;21;3.24
2829;1981;22;-0.65
2830;1981;21;4.30
2830;1981;22;-1.32
2831;1981;21;0.76
2831;1981;22;-10.03
2832;1981;21;2.01
2832;1981;22;-1.16
2833;1981;21;5.99
2833;1981;22;2.88
2834;1981;21;-8.14
2834;1981;22;-0.64
2841;1981;21;-3.73
2841;1981;22;2.33
2842;1981;21;-4.68
2842;1981;22;2.52
2843;1981;21;-8.79
2843;1981;22;-5.92
2844;1981;21;-10.96
2844;1981;22;-2.25
2845;1981;21;-8.36
2845;1981;22;1.66
2846;1981;21;0.86
2846;1981;22;-2.10
2847;1981;21;-8.75
2847;1981;22;1.89
2848;1981;21;-9.92
2848;1981;22;5.29
2849;1981;21;1.82
2849;1981;22;-2.27
2850;1981;21;-0.80
2850;1981;22;1.64
2851;1981;21;-6.95
2851;1981;22;6.73
2852;1981;21;-12.58
2852;1981;22;0.12
2853;1981;21;-1.20
2853;1981;22;-2.47
2854;1981;21;-0.32
2854;1981;22;0.76
2855;1981;21;-6.06
2855;1981;22;-0.86
2856;1981;21;-8.30
2856;1981;22;-1.37
2857;1981;21;-8.26
2857;1981;22;-2.74
2858;1981;21;-5.26
2858;1981;22;-1.81
2859;1981;21;-8.78
2859;1981;22;1.63
2860;1981;21;-8.71
2860;1981;22;0.36
2861;1981;21;-0.40
2861;1981;22;-0.34
2862;1981;21;-10.07
2862;1981;22;1.69
2863;1981;21;-4.55
2863;1981;22;-3.00
2864;1981;21;-9.02
2864;1981;22;-0.94
2865;1981;21;-13.71
2865;1981;22;5.78
2866;1981;21;-5.58
2866;1981;22;-2.01
2867;1981;21;-15.08
2867;1981;22;5.11
2868;1981;21;-9.57
2868;1981;22;2.03
2869;1981;21;-8.41
2869;1981;22;-8.44
2881;1981;21;-7.54
2881;1981;22;-3.41
2882;1981;21;-9.66
2882;1981;22;3.15
2883;1981;21;-17.73
2883;1981;22;1.11
2884;1981;21;-5.77
2884;1981;22;-0.22
2885;1981;21;-10.53
2885;1981;22;6.33
2886;1981;21;-0.27
2886;1981;22;-3.14
2887;1981;21;-3.17
2887;1981;22;0.99
2888;1981;21;-4.62
2888;1981;22;0.25
2889;1981;21;-15.55
2889;1981;22;-1.55
2890;1981;21;-9.81
2890;1981;22;-5.63
2891;1981;21;-2.94
2891;1981;22;-0.92
2892;1981;21;-8.92
2892;1981;22;-0.22
2893;1981;21;-5.69
2893;1981;22;-0.57
2894;1981;21;-6.12
2894;1981;22;1.12
2895;1981;21;-9.60
2895;1981;22;-4.29
2901;1981;21;-5.48
2901;1981;22;10.90
2903;1981;21;-1.48
2903;1981;22;9.92
2904;1981;21;-3.91
2904;1981;22;6.06
2914;1981;21;-4.32
2914;1981;22;7.60
2915;1981;21;-6.23
2915;1981;22;6.69
2917;1981;21;-7.70
2917;1981;22;7.33
2919;1981;21;4.62
2919;1981;22;8.43
2920;1981;21;-4.32
2920;1981;22;1.65
2931;1981;21;-13.68
2931;1981;22;7.77
2932;1981;21;1.81
2932;1981;22;2.73
2933;1981;21;-5.93
2933;1981;22;7.90
2936;1981;21;-9.55
2936;1981;22;6.95
2937;1981;21;-2.13
2937;1981;22;-1.44
2938;1981;21;-2.00
2938;1981;22;5.54
2939;1981;21;-0.16
2939;1981;22;-2.06
2951;1981;21;-12.19
2951;1981;22;16.10
2952;1981;21;-6.59
2952;1981;22;12.15
2953;1981;21;-5.78
2953;1981;22;7.36
2961;1981;21;-8.82
2961;1981;22;6.83
2962;1981;21;-5.01
2962;1981;22;7.62
2963;1981;21;-5.60
2963;1981;22;6.28
2964;1981;21;-1.39
2964;1981;22;0.84
2971;1981;21;-8.91
2971;1981;22;13.77
2972;1981;21;-12.44
2972;1981;22;18.31
2973;1981;21;-5.41
2973;1981;22;8.85
2974;1981;21;-5.53
2974;1981;22;13.45
3001;1981;21;-2.34
3001;1981;22;6.92
3002;1981;21;-10.42
3002;1981;22;12.94
3003;1981;21;-9.67
3003;1981;22;15.20
3004;1981;21;-11.58
3004;1981;22;13.27
3005;1981;21;-8.15
3005;1981;22;12.08
3006;1981;21;-11.74
3006;1981;22;9.33
3007;1981;21;-8.92
3007;1981;22;12.67
3021;1981;21;-9.20
3021;1981;22;9.76
3022;1981;21;-5.87
3022;1981;22;9.36
3023;1981;21;-1.63
3023;1981;22;7.74
3024;1981;21;0.80
3024;1981;22;10.57
3025;1981;21;2.68
3025;1981;22;5.52
3031;1981;21;-8.50
3031;1981;22;6.91
3032;1981;21;-5.88
3032;1981;22;8.50
3033;1981;21;-9.40
3033;1981;22;0.71
3034;1981;21;-4.64
3034;1981;22;7.10
3035;1981;21;-13.18
3035;1981;22;8.02
3036;1981;21;-5.16
3036;1981;22;7.26
3037;1981;21;-9.11
3037;1981;22;6.87
3038;1981;21;-10.07
3038;1981;22;7.60
3101;1981;21;-7.32
3101;1981;22;13.27
3102;1981;21;-9.29
3102;1981;22;15.01
3103;1981;21;-10.67
3103;1981;22;15.59
3104;1981;21;-13.74
3104;1981;22;17.01
3105;1981;21;-7.52
3105;1981;22;14.26
3111;1981;21;-12.92
3111;1981;22;9.57
3201;1981;21;-0.66
3201;1981;22;14.07
3202;1981;21;-5.34
3202;1981;22;16.20
3203;1981;21;3.04
3203;1981;22;1.22
3204;1981;21;4.80
3204;1981;22;6.92
3211;1981;21;0.33
3211;1981;22;8.83
3212;1981;21;-0.62
3212;1981;22;6.30
3213;1981;21;-0.35
3213;1981;22;2.88
3214;1981;21;1.87
3214;1981;22;12.13
3215;1981;21;-0.81
3215;1981;22;-1.47
3216;1981;21;1.03
3216;1981;22;0.98
3217;1981;21;-4.85
3217;1981;22;3.34
3218;1981;21;3.42
3218;1981;22;11.23
3219;1981;21;-8.51
3219;1981;22;8.83
3231;1981;21;0.06
3231;1981;22;4.13
3232;1981;21;-3.57
3232;1981;22;8.13
3233;1981;21;-3.35
3233;1981;22;10.52
3234;1981;21;-7.47
3234;1981;22;6.74
3235;1981;21;-1.09
3235;1981;22;6.38
3236;1981;21;-4.30
3236;1981;22;4.72
3237;1981;21;-3.07
3237;1981;22;7.26
3238;1981;21;-4.91
3238;1981;22;3.70
3251;1981;21;-8.04
3251;1981;22;7.03
3252;1981;21;-13.38
3252;1981;22;6.28
3253;1981;21;-5.37
3253;1981;22;7.84
3254;1981;21;-15.62
3254;1981;22;2.66
3255;1981;21;-3.88
3255;1981;22;3.02
3256;1981;21;-12.46
3256;1981;22;7.49
3271;1981;21;2.52
3271;1981;22;-0.61
3272;1981;21;-5.77
3272;1981;22;7.55
3273;1981;21;-2.89
3273;1981;22;-2.97
3274;1981;21;-0.02
3274;1981;22;3.36
3275;1981;21;-0.99
3275;1981;22;-1.18
3276;1981;21;-0.45
3276;1981;22;0.90
3291;1981;21;5.93
3291;1981;22;6.39
3292;1981;21;-12.69
3292;1981;22;3.32
3293;1981;21;-8.03
3293;1981;22;3.42
3294;1981;21;-3.27
3294;1981;22;5.97
3295;1981;21;-10.21
3295;1981;22;8.68
3296;1981;21;1.40
3296;1981;22;-2.03
3297;1981;21;-4.46
3297;1981;22;1.15
3298;1981;21;-3.14
3298;1981;22;5.58
3311;1981;21;-0.80
3311;1981;22;10.31
3312;1981;21;-7.98
3312;1981;22;11.33
3313;1981;21;-10.77
3313;1981;22;10.61
3315;1981;21;-12.28
3315;1981;22;7.53
3316;1981;21;2.52
3316;1981;22;7.73
3338;1981;21;-3.61
3338;1981;22;3.40
3339;1981;21;-2.39
3339;1981;22;7.00
3340;1981;21;4.13
3340;1981;22;1.02
3341;1981;21;-9.66
3341;1981;22;8.14
3342;1981;21;-8.63
3342;1981;22;9.58
3352;1981;21;-2.59
3352;1981;22;5.91
3359;1981;21;-5.69
3359;1981;22;13.55
3360;1981;21;-0.53
3360;1981;22;9.88
3372;1981;21;-2.67
