gnr;jahr;dim;wert
2221;1999;22;-9.76
2222;1999;21;4.21
2222;1999;22;-9.27
2223;1999;21;-0.17
2223;1999;22;-7.33
2225;1999;21;-2.61
2225;1999;22;-4.72
2226;1999;21;1.67
2226;1999;22;-6.77
2228;1999;21;9.79
2228;1999;22;-7.97
2230;1999;21;8.10
2230;1999;22;3.44
2231;1999;21;1.42
2231;1999;22;-10.36
2233;1999;21;3.69
2233;1999;22;-11.60
2234;1999;21;2.71
2234;1999;22;-7.42
2235;1999;21;8.41
2235;1999;22;-9.82
2243;1999;21;1.06
2243;1999;22;-3.84
2250;1999;21;-2.01
2250;1999;22;0.68
2251;1999;21;0.49
2251;1999;22;0.80
2254;1999;21;2.47
2254;1999;22;-9.05
2257;1999;21;6.37
2257;1999;22;-7.39
2258;1999;21;1.43
2258;1999;22;9.27
2259;1999;21;-2.82
2259;1999;22;7.59
2260;1999;21;-5.23
2260;1999;22;7.33
2261;1999;21;6.16
2261;1999;22;16.98
2262;1999;21;1.72
2262;1999;22;2.19
2264;1999;21;3.92
2264;1999;22;5.95
2265;1999;21;3.30
2265;1999;22;4.12
2266;1999;21;2.79
2266;1999;22;-1.41
2270;1999;21;0.35
2270;1999;22;7.21
2271;1999;21;9.41
2271;1999;22;4.26
2272;1999;21;-1.08
2272;1999;22;-10.13
2274;1999;21;8.73
2274;1999;22;6.56
2275;1999;21;4.68
2275;1999;22;3.95
2276;1999;21;-1.17
2276;1999;22;10.06
2277;1999;21;-0.34
2277;1999;22;6.65
2278;1999;21;-3.53
2278;1999;22;2.57
2279;1999;21;-4.79
2279;1999;22;-8.49
2280;1999;21;5.98
2280;1999;22;0.05
2281;1999;21;8.89
2281;1999;22;7.42
2283;1999;21;-1.49
2283;1999;22;-4.71
2291;1999;21;-4.01
2291;1999;22;0.79
2292;1999;21;-7.53
2292;1999;22;-3.23
2293;1999;21;2.93
2293;1999;22;1.21
2294;1999;21;-3.58
2294;1999;22;0.16
2295;1999;21;3.02
2295;1999;22;2.09
2296;1999;21;1.70
2296;1999;22;2.75
2298;1999;21;-6.59
2298;1999;22;-0.23
2299;1999;21;-14.45
2299;1999;22;-1.59
2300;1999;21;-10.88
2300;1999;22;-2.09
2301;1999;21;-6.42
2301;1999;22;-0.21
2302;1999;21;-6.02
2302;1999;22;2.56
2303;1999;21;-16.98
2303;1999;22;-2.37
2304;1999;21;1.69
2304;1999;22;0.09
2305;1999;21;3.51
2305;1999;22;-0.51
2306;1999;21;4.45
2306;1999;22;1.28
2307;1999;21;-5.43
2307;1999;22;-0.99
2308;1999;21;-0.78
2308;1999;22;1.95
2309;1999;21;-0.64
2309;1999;22;-1.48
2310;1999;21;-13.64
2310;1999;22;1.75
2321;1999;21;4.56
2321;1999;22;-8.01
2323;1999;21;2.05
2323;1999;22;-12.59
2325;1999;21;-2.13
2325;1999;22;-7.65
2328;1999;21;3.71
2328;1999;22;-8.28
2333;1999;21;1.29
2333;1999;22;-10.69
2335;1999;21;-2.41
2335;1999;22;-7.64
2336;1999;21;-5.10
2336;1999;22;-5.30
2337;1999;21;-2.10
2337;1999;22;-8.02
2338;1999;21;-3.36
2338;1999;22;-4.48
2401;1999;21;-6.73
2401;1999;22;6.00
2402;1999;21;-6.27
2402;1999;22;5.45
2403;1999;21;-3.56
2403;1999;22;5.60
2404;1999;21;-6.08
2404;1999;22;5.57
2405;1999;21;-11.91
2405;1999;22;5.06
2406;1999;21;-5.85
2406;1999;22;5.97
2407;1999;21;-6.28
2407;1999;22;4.68
2408;1999;21;-4.54
2408;1999;22;6.95
2421;1999;21;-11.42
2421;1999;22;4.61
2422;1999;21;-5.08
2422;1999;22;5.00
2423;1999;21;-15.66
2423;1999;22;7.13
2424;1999;21;-10.97
2424;1999;22;4.05
2425;1999;21;-11.12
2425;1999;22;2.99
2426;1999;21;-9.68
2426;1999;22;4.91
2427;1999;21;-13.25
2427;1999;22;1.30
2428;1999;21;-15.05
2428;1999;22;4.55
2429;1999;21;-10.33
2429;1999;22;3.87
2445;1999;21;-8.01
2445;1999;22;6.12
2455;1999;21;2.30
2455;1999;22;6.09
2456;1999;21;-1.34
2456;1999;22;4.76
2457;1999;21;-2.40
2457;1999;22;5.91
2461;1999;21;-0.28
2461;1999;22;6.39
2463;1999;21;2.30
2463;1999;22;9.69
2464;1999;21;-0.23
2464;1999;22;3.06
2465;1999;21;1.45
2465;1999;22;4.10
2471;1999;21;1.74
2471;1999;22;0.58
2472;1999;21;-4.85
2472;1999;22;1.13
2473;1999;21;4.07
2473;1999;22;-4.08
2474;1999;21;-1.23
2474;1999;22;1.09
2475;1999;21;0.01
2475;1999;22;0.04
2476;1999;21;5.30
2476;1999;22;4.14
2477;1999;21;1.09
2477;1999;22;1.05
2478;1999;21;-5.17
2478;1999;22;0.01
2479;1999;21;6.59
2479;1999;22;-4.41
2480;1999;21;-7.53
2480;1999;22;5.66
2481;1999;21;4.15
2481;1999;22;-0.33
2491;1999;21;-2.58
2491;1999;22;5.30
2492;1999;21;-7.78
2492;1999;22;5.84
2493;1999;21;-2.07
2493;1999;22;4.77
2495;1999;21;-7.92
2495;1999;22;5.53
2497;1999;21;-5.02
2497;1999;22;1.99
2498;1999;21;-5.04
2498;1999;22;2.98
2499;1999;21;-5.34
2499;1999;22;4.34
2500;1999;21;-2.52
2500;1999;22;-2.34
2501;1999;21;-2.71
2501;1999;22;1.07
2502;1999;21;2.62
2502;1999;22;-2.47
2503;1999;21;-4.63
2503;1999;22;4.64
2511;1999;21;-2.39
2511;1999;22;2.62
2513;1999;21;-2.23
2513;1999;22;0.23
2514;1999;21;-2.33
2514;1999;22;-1.55
2516;1999;21;-3.67
2516;1999;22;1.35
2517;1999;21;-2.78
2517;1999;22;-2.65
2518;1999;21;-3.90
2518;1999;22;3.60
2519;1999;21;-5.47
2519;1999;22;-0.50
2520;1999;21;-1.42
2520;1999;22;-0.50
2523;1999;21;-2.01
2523;1999;22;1.80
2524;1999;21;-0.66
2524;1999;22;3.61
2525;1999;21;-3.50
2525;1999;22;1.25
2526;1999;21;4.93
2526;1999;22;5.66
2527;1999;21;-3.79
2527;1999;22;-0.13
2528;1999;21;-5.93
2528;1999;22;-0.88
2529;1999;21;-4.09
2529;1999;22;0.89
2530;1999;21;-5.68
2530;1999;22;-0.39
2532;1999;21;-3.51
2532;1999;22;1.16
2534;1999;21;-2.50
2534;1999;22;-1.93
2535;1999;21;-4.71
2535;1999;22;-0.62
2541;1999;21;0.99
2541;1999;22;4.84
2542;1999;21;-4.21
2542;1999;22;4.80
2543;1999;21;-3.49
2543;1999;22;4.63
2544;1999;21;5.80
2544;1999;22;11.81
2545;1999;21;-8.16
2545;1999;22;-0.09
2546;1999;21;-3.65
2546;1999;22;1.89
2547;1999;21;-5.56
2547;1999;22;2.20
2548;1999;21;-1.26
2548;1999;22;4.95
2549;1999;21;15.01
2549;1999;22;14.90
2550;1999;21;2.49
2550;1999;22;1.93
2551;1999;21;-2.28
2551;1999;22;1.26
2553;1999;21;3.61
2553;1999;22;4.73
2554;1999;21;-1.25
2554;1999;22;2.61
2555;1999;21;1.52
2555;1999;22;-1.58
2556;1999;21;-8.78
2556;1999;22;3.57
2571;1999;21;-4.58
2571;1999;22;1.11
2572;1999;21;-8.95
2572;1999;22;5.43
2573;1999;21;-8.02
2573;1999;22;0.32
2574;1999;21;-9.20
2574;1999;22;7.06
2575;1999;21;-5.48
2575;1999;22;3.15
2576;1999;21;-3.91
2576;1999;22;5.09
2578;1999;21;-6.79
2578;1999;22;4.37
2579;1999;21;-4.36
2579;1999;22;5.21
2580;1999;21;-2.61
2580;1999;22;4.49
2581;1999;21;1.69
2581;1999;22;-1.17
2582;1999;21;-4.18
2582;1999;22;7.10
2583;1999;21;-4.39
2583;1999;22;5.57
2584;1999;21;3.07
2584;1999;22;3.44
2585;1999;21;-13.21
2585;1999;22;3.91
2586;1999;21;-0.93
2586;1999;22;4.10
2601;1999;21;6.28
2601;1999;22;-0.52
2611;1999;21;-13.32
2611;1999;22;2.28
2612;1999;21;-11.34
2612;1999;22;5.76
2613;1999;21;-2.34
2613;1999;22;3.02
2614;1999;21;-8.95
2614;1999;22;3.13
2615;1999;21;-10.23
2615;1999;22;2.22
2616;1999;21;-8.32
2616;1999;22;-0.78
2617;1999;21;-12.40
2617;1999;22;-6.02
2618;1999;21;0.42
2618;1999;22;0.70
2619;1999;21;-4.62
2619;1999;22;-2.02
2620;1999;21;-9.75
2620;1999;22;-1.88
2621;1999;21;-8.26
2621;1999;22;2.65
2622;1999;21;-10.57
2622;1999;22;-1.76
2701;1999;21;5.23
2701;1999;22;-5.52
2702;1999;21;7.78
2702;1999;22;7.83
2703;1999;21;5.32
2703;1999;22;1.00
2761;1999;21;4.45
2761;1999;22;1.95
2762;1999;21;3.34
2762;1999;22;-1.44
2763;1999;21;7.66
2763;1999;22;1.19
2764;1999;21;7.88
2764;1999;22;5.31
2765;1999;21;7.30
2765;1999;22;2.18
2766;1999;21;-0.34
2766;1999;22;-5.52
2767;1999;21;9.90
2767;1999;22;5.67
2768;1999;21;4.44
2768;1999;22;0.69
2769;1999;21;3.23
2769;1999;22;-1.52
2770;1999;21;1.61
2770;1999;22;-0.97
2771;1999;21;7.83
2771;1999;22;4.09
2772;1999;21;6.97
2772;1999;22;7.74
2773;1999;21;3.65
2773;1999;22;1.05
2774;1999;21;3.20
2774;1999;22;4.75
2775;1999;21;6.91
2775;1999;22;2.98
2781;1999;21;-1.49
2781;1999;22;0.26
2782;1999;21;-10.58
2782;1999;22;-2.66
2783;1999;21;-3.55
2783;1999;22;-4.05
2784;1999;21;-2.32
2784;1999;22;-1.95
2785;1999;21;-2.29
2785;1999;22;-2.68
2786;1999;21;-3.25
2786;1999;22;-3.21
2787;1999;21;2.20
2787;1999;22;2.12
2788;1999;21;-8.20
2788;1999;22;-0.80
2789;1999;21;-7.61
2789;1999;22;-5.93
2790;1999;21;-11.77
2790;1999;22;-3.70
2791;1999;21;-1.92
2791;1999;22;-0.46
2792;1999;21;-9.54
2792;1999;22;0.10
2793;1999;21;-3.52
2793;1999;22;-2.01
2821;1999;21;-2.34
2821;1999;22;4.85
2822;1999;21;-1.10
2822;1999;22;1.33
2823;1999;21;1.38
2823;1999;22;1.48
2824;1999;21;1.23
2824;1999;22;0.10
2825;1999;21;2.76
2825;1999;22;4.92
2826;1999;21;-1.38
2826;1999;22;4.90
2827;1999;21;-3.61
2827;1999;22;3.72
2828;1999;21;-1.49
2828;1999;22;0.10
2829;1999;21;3.81
2829;1999;22;0.91
2830;1999;21;5.34
2830;1999;22;4.14
2831;1999;21;-0.98
2831;1999;22;-1.17
2832;1999;21;4.69
2832;1999;22;4.90
2833;1999;21;4.19
2833;1999;22;6.92
2834;1999;21;-2.48
2834;1999;22;-0.37
2841;1999;21;-3.78
2841;1999;22;3.71
2842;1999;21;-0.07
2842;1999;22;4.03
2843;1999;21;-5.17
2843;1999;22;-4.66
2844;1999;21;-7.39
2844;1999;22;1.76
2845;1999;21;-5.09
2845;1999;22;6.76
2846;1999;21;0.95
2846;1999;22;-0.53
2847;1999;21;-10.17
2847;1999;22;2.13
2848;1999;21;-9.36
2848;1999;22;4.63
2849;1999;21;0.65
2849;1999;22;1.59
2850;1999;21;-2.76
2850;1999;22;3.67
2851;1999;21;-8.02
2851;1999;22;3.89
2852;1999;21;-11.47
2852;1999;22;-0.29
2853;1999;21;-0.48
2853;1999;22;-1.83
2854;1999;21;-2.32
2854;1999;22;1.67
2855;1999;21;-3.57
2855;1999;22;0.22
2856;1999;21;-2.08
2856;1999;22;1.87
2857;1999;21;-3.61
2857;1999;22;1.98
2858;1999;21;-3.04
2858;1999;22;2.67
2859;1999;21;-8.95
2859;1999;22;2.75
2860;1999;21;-5.95
2860;1999;22;1.08
2861;1999;21;2.37
2861;1999;22;0.72
2862;1999;21;-6.30
2862;1999;22;3.92
2863;1999;21;-2.33
2863;1999;22;-1.25
2864;1999;21;-6.80
2864;1999;22;2.83
2865;1999;21;-6.70
2865;1999;22;1.99
2866;1999;21;-2.85
2866;1999;22;6.04
2867;1999;21;-5.45
2867;1999;22;3.52
2868;1999;21;-1.10
2868;1999;22;4.13
2869;1999;21;-4.46
2869;1999;22;-1.78
2881;1999;21;-5.75
2881;1999;22;2.83
2882;1999;21;-5.62
2882;1999;22;4.37
2883;1999;21;-11.69
2883;1999;22;2.54
2884;1999;21;-6.42
2884;1999;22;3.28
2885;1999;21;-12.57
2885;1999;22;2.87
2886;1999;21;0.18
2886;1999;22;1.94
2887;1999;21;-2.85
2887;1999;22;3.34
2888;1999;21;-6.08
2888;1999;22;-2.08
2889;1999;21;-6.08
2889;1999;22;4.00
2890;1999;21;-9.07
2890;1999;22;2.18
2891;1999;21;-5.65
2891;1999;22;3.86
2892;1999;21;-5.06
2892;1999;22;2.37
2893;1999;21;-4.44
2893;1999;22;0.48
2894;1999;21;-1.14
2894;1999;22;1.84
2895;1999;21;-8.70
2895;1999;22;0.84
2901;1999;21;-8.92
2901;1999;22;5.94
2903;1999;21;-4.46
2903;1999;22;6.96
2904;1999;21;-2.02
2904;1999;22;2.67
2914;1999;21;-7.59
2914;1999;22;6.17
2915;1999;21;-7.81
2915;1999;22;5.66
2917;1999;21;-10.69
2917;1999;22;4.83
2919;1999;21;-0.70
2919;1999;22;8.26
2920;1999;21;-7.72
2920;1999;22;2.85
2931;1999;21;-15.48
2931;1999;22;2.69
2932;1999;21;-5.07
2932;1999;22;3.70
2933;1999;21;-6.43
2933;1999;22;7.58
2936;1999;21;-10.65
2936;1999;22;5.36
2937;1999;21;-4.73
2937;1999;22;0.29
2938;1999;21;-5.36
2938;1999;22;7.57
2939;1999;21;-2.58
2939;1999;22;-2.33
2951;1999;21;-14.31
2951;1999;22;10.84
2952;1999;21;-10.13
2952;1999;22;8.70
2953;1999;21;-6.46
2953;1999;22;3.63
2961;1999;21;-14.86
2961;1999;22;1.63
2962;1999;21;-8.95
2962;1999;22;5.08
2963;1999;21;-8.85
2963;1999;22;3.49
2964;1999;21;-2.04
2964;1999;22;2.77
2971;1999;21;-9.61
2971;1999;22;8.61
2972;1999;21;-15.39
2972;1999;22;8.47
2973;1999;21;-8.68
2973;1999;22;5.69
2974;1999;21;-6.47
2974;1999;22;8.38
3001;1999;21;-3.51
3001;1999;22;6.07
3002;1999;21;-14.88
3002;1999;22;9.75
3003;1999;21;-13.09
3003;1999;22;11.74
3004;1999;21;-11.36
3004;1999;22;7.25
3005;1999;21;-7.19
3005;1999;22;9.08
3006;1999;21;-12.12
3006;1999;22;8.23
3007;1999;21;-7.39
3007;1999;22;11.57
3021;1999;21;-8.47
3021;1999;22;9.37
3022;1999;21;-3.44
3022;1999;22;7.97
3023;1999;21;-0.25
3023;1999;22;4.31
3024;1999;21;-0.59
3024;1999;22;8.05
3025;1999;21;2.62
3025;1999;22;-0.16
3031;1999;21;-7.76
3031;1999;22;2.71
3032;1999;21;-5.41
3032;1999;22;6.11
3033;1999;21;-9.54
3033;1999;22;3.86
3034;1999;21;-1.49
3034;1999;22;3.19
3035;1999;21;-11.78
3035;1999;22;0.60
3036;1999;21;-5.04
3036;1999;22;1.57
3037;1999;21;-10.26
3037;1999;22;3.23
3038;1999;21;-8.94
3038;1999;22;4.77
3101;1999;21;-6.89
3101;1999;22;12.82
3102;1999;21;-14.03
3102;1999;22;13.61
3103;1999;21;-10.56
3103;1999;22;15.24
3104;1999;21;-15.25
3104;1999;22;11.71
3105;1999;21;-9.28
3105;1999;22;12.39
3111;1999;21;-10.28
3111;1999;22;8.01
3201;1999;21;-5.52
3201;1999;22;11.24
3202;1999;21;-6.99
3202;1999;22;12.18
3203;1999;21;2.08
3203;1999;22;0.78
3204;1999;21;-3.28
3204;1999;22;7.24
3211;1999;21;-4.30
3211;1999;22;6.68
3212;1999;21;-1.02
3212;1999;22;4.50
3213;1999;21;-3.46
3213;1999;22;5.15
3214;1999;21;0.50
3214;1999;22;11.06
3215;1999;21;-1.51
3215;1999;22;0.43
3216;1999;21;-3.53
3216;1999;22;2.25
3217;1999;21;-6.25
3217;1999;22;4.74
3218;1999;21;-0.07
3218;1999;22;9.02
3219;1999;21;-5.79
3219;1999;22;5.34
3231;1999;21;-5.34
3231;1999;22;6.58
3232;1999;21;-4.56
3232;1999;22;9.24
3233;1999;21;-3.19
3233;1999;22;7.81
3234;1999;21;-9.06
3234;1999;22;8.69
3235;1999;21;-7.07
3235;1999;22;5.78
3236;1999;21;-8.98
3236;1999;22;5.71
3237;1999;21;-7.06
3237;1999;22;6.76
3238;1999;21;-6.13
3238;1999;22;7.12
3251;1999;21;-10.09
3251;1999;22;7.29
3252;1999;21;-15.09
3252;1999;22;10.06
3253;1999;21;-7.54
3253;1999;22;6.21
3254;1999;21;-15.87
3254;1999;22;6.89
3255;1999;21;-7.13
3255;1999;22;4.26
3256;1999;21;-14.81
3256;1999;22;7.63
3271;1999;21;-3.92
3271;1999;22;2.24
3272;1999;21;-8.02
3272;1999;22;6.34
3273;1999;21;-5.88
3273;1999;22;3.90
3274;1999;21;-7.65
3274;1999;22;6.04
3275;1999;21;-6.34
3275;1999;22;4.98
3276;1999;21;-5.51
3276;1999;22;5.16
3291;1999;21;-4.55
3291;1999;22;7.99
3292;1999;21;-16.68
3292;1999;22;6.77
3293;1999;21;-13.53
3293;1999;22;6.50
3294;1999;21;-9.20
3294;1999;22;6.61
3295;1999;21;-12.32
3295;1999;22;9.17
3296;1999;21;-3.28
3296;1999;22;2.76
3297;1999;21;-8.12
3297;1999;22;4.48
3298;1999;21;-6.03
3298;1999;22;7.64
3311;1999;21;-4.72
3311;1999;22;10.79
3312;1999;21;-12.83
3312;1999;22;10.74
3313;1999;21;-10.44
3313;1999;22;7.09
3315;1999;21;-10.92
3315;1999;22;7.66
3316;1999;21;-2.57
3316;1999;22;7.88
3338;1999;21;-4.41
3338;1999;22;5.55
3339;1999;21;-4.31
3339;1999;22;8.28
3340;1999;21;2.14
3340;1999;22;4.60
3341;1999;21;-10.12
3341;1999;22;8.47
3342;1999;21;-9.08
3342;1999;22;10.15
3352;1999;21;-6.16
3352;1999;22;6.12
3359;1999;21;-9.30
3359;1999;22;11.50
3360;1999;21;-7.56
3360;1999;22;7.41
3372;1999;21;-9.38
3372;1999;22;11.09
3374;1999;21;-0.61
3374;1999;22;5.55
3375;1999;21;-6.32
3375;1999;22;6.08
3378;1999;21;-10.03
3378;1999;22;6.48
3379;1999;21;-5.29
3379;1999;22;5.95
3392;1999;21;-7.69
3392;1999;22;9.17
3393;1999;21;-10.78
3393;1999;22;8.74
3394;1999;21;-11.47
3394;1999;22;11.65
3395;1999;21;-11.19
3395;1999;22;8.25
3401;1999;21;-4.35
3401;1999;22;6.50
3402;1999;21;-3.11
3402;1999;22;7.23
3405;1999;21;-6.54
3405;1999;22;9.89
3407;1999;21;-3.97
3407;1999;22;7.40
3408;1999;21;-4.31
3408;1999;22;6.38
3422;1999;21;-11.57
3422;1999;22;13.38
3423;1999;21;-9.53
3423;1999;22;12.67
3424;1999;21;-12.01
3424;1999;22;10.76
3426;1999;21;-4.06
3426;1999;22;10.78
3427;1999;21;-2.02
3427;1999;22;6.21
3441;1999;21;-0.65
3441;1999;22;11.01
3442;1999;21;-0.66
3442;1999;22;7.62
3443;1999;21;-4.29
3443;1999;22;7.34
3444;1999;21;-9.27
3444;1999;22;12.19
3503;1999;21;-11.45
3503;1999;22;6.49
3506;1999;21;-4.24
3506;1999;22;5.57
3513;1999;21;0.65
3513;1999;22;7.55
3514;1999;21;-9.61
3514;1999;22;8.02
3521;1999;21;-0.08
3521;1999;22;3.67
3522;1999;21;0.87
3522;1999;22;4.51
3531;1999;21;1.30
3531;1999;22;4.26
3532;1999;21;-2.47
3532;1999;22;5.08
3533;1999;21;-11.88
3533;1999;22;3.12
3534;1999;21;2.15
3534;1999;22;2.86
3536;1999;21;-4.54
3536;1999;22;-2.66
3538;1999;21;3.49
3538;1999;22;4.07
3539;1999;21;1.91
3539;1999;22;8.78
3540;1999;21;-7.32
3540;1999;22;1.25
3541;1999;21;-1.79
3541;1999;22;-2.40
3542;1999;21;-6.45
3542;1999;22;2.62
3551;1999;21;-7.80
3551;1999;22;0.88
3561;1999;21;-1.14
3561;1999;22;0.64
3572;1999;21;-2.26
3572;1999;22;9.26
3575;1999;21;3.40
3575;1999;22;9.23
3581;1999;21;0.06
3581;1999;22;-0.83
3582;1999;21;-5.57
3582;1999;22;3.40
3603;1999;21;2.52
3603;1999;22;8.60
3611;1999;21;-13.89
3611;1999;22;2.09
3612;1999;21;-6.74
3612;1999;22;4.31
3616;1999;21;2.37
3616;1999;22;-0.01
3617;1999;21;-4.11
3617;1999;22;6.73
3618;1999;21;-7.12
3618;1999;22;5.99
3619;1999;21;-1.59
3619;1999;22;5.14
3633;1999;21;-3.96
3633;1999;22;0.67
3637;1999;21;-9.46
3637;1999;22;-0.27
3638;1999;21;-5.48
3638;1999;22;1.43
3640;1999;21;-5.39
3640;1999;22;1.56
3661;1999;21;-5.36
3661;1999;22;0.94
3662;1999;21;4.46
3662;1999;22;8.53
3663;1999;21;4.44
3663;1999;22;-3.04
3668;1999;21;-1.56
3668;1999;22;3.75
3669;1999;21;-2.00
3669;1999;22;5.99
3670;1999;21;1.09
3670;1999;22;17.58
3672;1999;21;-6.93
3672;1999;22;1.82
3673;1999;21;-0.09
3673;1999;22;-1.60
3681;1999;21;-15.76
3681;1999;22;7.55
3691;1999;21;-2.65
3691;1999;22;13.47
3693;1999;21;-5.98
3693;1999;22;7.46
3694;1999;21;3.07
3694;1999;22;6.61
3695;1999;21;-1.20
3695;1999;22;5.36
3701;1999;21;-6.44
3701;1999;22;4.85
3703;1999;21;-4.38
3703;1999;22;9.78
3705;1999;21;0.06
3705;1999;22;0.16
3707;1999;21;-8.79
3707;1999;22;-2.34
3708;1999;21;-2.60
3708;1999;22;14.41
3711;1999;21;-11.24
3711;1999;22;-1.51
3712;1999;21;-12.34
3712;1999;22;7.88
3713;1999;21;-12.85
3713;1999;22;2.71
3721;1999;21;-0.33
3721;1999;22;3.10
3722;1999;21;-3.98
3722;1999;22;2.15
3723;1999;21;-4.14
3723;1999;22;3.22
3731;1999;21;-2.32
3731;1999;22;3.89
3732;1999;21;1.72
3732;1999;22;6.49
3733;1999;21;1.17
3733;1999;22;0.82
3734;1999;21;1.86
3734;1999;22;2.21
3746;1999;21;1.11
3746;1999;22;3.74
3752;1999;21;-1.43
3752;1999;22;9.39
3762;1999;21;1.85
3762;1999;22;1.17
3764;1999;21;-5.93
3764;1999;22;1.71
3781;1999;21;3.43
3781;1999;22;-3.88
3782;1999;21;5.23
3782;1999;22;4.07
3783;1999;21;4.30
3783;1999;22;4.65
3784;1999;21;5.51
3784;1999;22;10.22
3785;1999;21;4.13
3785;1999;22;2.18
3786;1999;21;4.62
3786;1999;22;4.03
3787;1999;21;4.51
3787;1999;22;7.34
3788;1999;21;-4.54
3788;1999;22;3.88
3789;1999;21;10.87
3789;1999;22;6.71
3790;1999;21;8.22
3790;1999;22;7.42
3791;1999;21;4.64
3791;1999;22;7.93
3792;1999;21;0.82
3792;1999;22;3.62
3804;1999;21;-17.60
3804;1999;22;2.72
3805;1999;21;-7.70
3805;1999;22;-10.93
3808;1999;21;-8.55
3808;1999;22;-6.96
3810;1999;21;-5.72
3810;1999;22;-8.76
3821;1999;21;-7.02
3821;1999;22;-10.24
3822;1999;21;-8.58
3822;1999;22;-12.99
3823;1999;21;-12.37
3823;1999;22;-10.38
3831;1999;21;-14.81
3831;1999;22;-5.69
3832;1999;21;-7.42
3832;1999;22;-7.56
3833;1999;21;-16.72
3833;1999;22;-11.67
3834;1999;21;-9.43
3834;1999;22;-10.87
3835;1999;21;-8.91
3835;1999;22;-11.93
3836;1999;21;-5.67
3836;1999;22;-13.13
3837;1999;21;-4.10
3837;1999;22;-10.43
3847;1999;21;-0.65
3847;1999;22;7.11
3851;1999;21;2.33
3851;1999;22;3.95
3861;1999;21;-9.63
3861;1999;22;6.02
3862;1999;21;-18.14
3862;1999;22;14.70
3863;1999;21;-10.64
3863;1999;22;8.90
3871;1999;21;-3.97
3871;1999;22;5.82
3881;1999;21;-16.43
3881;1999;22;6.76
3882;1999;21;-14.39
3882;1999;22;5.57
3883;1999;21;-20.08
3883;1999;22;1.96
3891;1999;21;-14.33
3891;1999;22;4.55
3893;1999;21;-19.59
3893;1999;22;5.22
3901;1999;21;0.52
3901;1999;22;0.46
3911;1999;21;-1.48
3911;1999;22;3.14
3921;1999;21;-2.07
3921;1999;22;5.59
3926;1999;21;-15.22
3926;1999;22;-0.91
3932;1999;21;-2.63
3932;1999;22;-2.21
3941;1999;21;0.83
3941;1999;22;-0.47
3945;1999;21;-4.98
3945;1999;22;1.51
3946;1999;21;-5.47
3946;1999;22;2.73
3947;1999;21;-3.65
3947;1999;22;6.08
3951;1999;21;-3.96
3951;1999;22;9.06
3952;1999;21;-2.55
3952;1999;22;7.33
3953;1999;21;-2.27
3953;1999;22;8.58
3954;1999;21;2.77
3954;1999;22;1.95
3955;1999;21;-4.91
3955;1999;22;-0.01
3961;1999;21;-6.13
3961;1999;22;4.06
3962;1999;21;-7.74
3962;1999;22;3.17
3972;1999;21;-7.55
3972;1999;22;3.11
3981;1999;21;-5.49
3981;1999;22;7.77
3982;1999;21;-5.74
3982;1999;22;1.37
3983;1999;21;-11.14
3983;1999;22;0.65
3985;1999;21;-5.14
3985;1999;22;3.66
3986;1999;21;-3.30
3986;1999;22;0.91
3987;1999;21;-4.27
3987;1999;22;1.76
4001;1999;21;2.09
4001;1999;22;3.13
4002;1999;21;0.44
4002;1999;22;2.45
4003;1999;21;-4.18
4003;1999;22;5.87
4004;1999;21;-12.96
4004;1999;22;9.43
4005;1999;21;-2.58
4005;1999;22;8.68
4006;1999;21;-7.91
4006;1999;22;4.42
4007;1999;21;-11.55
4007;1999;22;7.58
4008;1999;21;0.77
4008;1999;22;6.09
4009;1999;21;-9.09
4009;1999;22;7.71
4010;1999;21;-5.88
4010;1999;22;5.77
4012;1999;21;-4.62
4012;1999;22;3.45
4013;1999;21;-3.84
4013;1999;22;8.95
4021;1999;21;7.78
4021;1999;22;3.54
4022;1999;21;0.27
4022;1999;22;7.57
4023;1999;21;2.64
4023;1999;22;13.62
4024;1999;21;-3.81
4024;1999;22;8.81
4026;1999;21;10.78
4026;1999;22;5.10
4027;1999;21;-1.48
4027;1999;22;7.38
4028;1999;21;0.18
4028;1999;22;0.04
4029;1999;21;-0.25
4029;1999;22;6.38
4030;1999;21;-1.96
4030;1999;22;8.52
4031;1999;21;-7.46
4031;1999;22;7.44
4032;1999;21;-7.13
4032;1999;22;5.36
4033;1999;21;-2.08
4033;1999;22;8.00
4034;1999;21;-4.02
4034;1999;22;2.87
4035;1999;21;-0.38
4035;1999;22;9.67
4037;1999;21;3.94
4037;1999;22;12.31
4038;1999;21;2.65
4038;1999;22;7.04
4039;1999;21;-0.39
4039;1999;22;9.51
4040;1999;21;-5.11
4040;1999;22;1.48
4041;1999;21;-2.90
4041;1999;22;7.35
4042;1999;21;-2.02
4042;1999;22;0.91
4044;1999;21;0.51
4044;1999;22;5.80
4045;1999;21;1.51
4045;1999;22;5.18
4046;1999;21;-2.49
4046;1999;22;3.98
4047;1999;21;-5.24
4047;1999;22;9.03
4048;1999;21;0.84
4048;1999;22;9.59
4049;1999;21;-2.24
4049;1999;22;7.55
4061;1999;21;1.59
4061;1999;22;8.31
4062;1999;21;1.29
4062;1999;22;7.18
4063;1999;21;-1.48
4063;1999;22;4.33
4064;1999;21;-12.39
4064;1999;22;10.64
4065;1999;21;-5.85
4065;1999;22;6.72
4066;1999;21;-5.67
4066;1999;22;7.02
4067;1999;21;-8.97
4067;1999;22;10.51
