"jahr";"kt";"Partei";"Wert"
1999;"BL";"13";9,240043
2003;"BL";"13";12,575178
2007;"BL";"13";13,778244
2011;"BL";"13";13,605173
1971;"BS";"13";0
1975;"BS";"13";0
1979;"BS";"13";0
1983;"BS";"13";0
1987;"BS";"13";1,106244
1991;"BS";"13";4,40663
1995;"BS";"13";5,579479
1999;"BS";"13";8,710317
2003;"BS";"13";9,213384
2007;"BS";"13";12,105416
2011;"BS";"13";13,326875
1971;"FR";"13";0
1975;"FR";"13";0
1979;"FR";"13";0
1983;"FR";"13";0
1987;"FR";"13";4,188271
1991;"FR";"13";0
1995;"FR";"13";2,330595
1999;"FR";"13";0
2003;"FR";"13";4,020692
2007;"FR";"13";6,330856
2011;"FR";"13";4,955498
1971;"GE";"13";0
1975;"GE";"13";0
1979;"GE";"13";0
1983;"GE";"13";7,624383
1987;"GE";"13";11,545436
1991;"GE";"13";6,724246
1995;"GE";"13";5,438481
1999;"GE";"13";8,113028
2003;"GE";"13";11,182966
2007;"GE";"13";16,374658
2011;"GE";"13";13,613618
1971;"GL";"13";0
1975;"GL";"13";0
1979;"GL";"13";0
1983;"GL";"13";0
1987;"GL";"13";0
1991;"GL";"13";0
1995;"GL";"13";0
1999;"GL";"13";0
2003;"GL";"13";0
2007;"GL";"13";0
2011;"GL";"13";0
1971;"GR";"13";0
1975;"GR";"13";0
1979;"GR";"13";0
1983;"GR";"13";0
1987;"GR";"13";0
1991;"GR";"13";0
1995;"GR";"13";3,459282
1999;"GR";"13";0
2003;"GR";"13";0
2007;"GR";"13";0
2011;"GR";"13";2,148087
1971;"JU";"13";0
1975;"JU";"13";0
1979;"JU";"13";0
1983;"JU";"13";0
1987;"JU";"13";0
1991;"JU";"13";0,010092
1995;"JU";"13";0,020171
1999;"JU";"13";0
2003;"JU";"13";0
2007;"JU";"13";0
2011;"JU";"13";10,969549
1971;"LU";"13";0
1975;"LU";"13";0
1979;"LU";"13";0
1983;"LU";"13";0
1987;"LU";"13";0
1991;"LU";"13";9,291991
1995;"LU";"13";7,971944
1999;"LU";"13";7,901239
2003;"LU";"13";9,711934
2007;"LU";"13";9,373751
2011;"LU";"13";8,199968
1971;"NE";"13";0
1975;"NE";"13";0
1979;"NE";"13";0
1983;"NE";"13";7,358028
1987;"NE";"13";7,055847
1991;"NE";"13";8,003368
1995;"NE";"13";5,857872
1999;"NE";"13";14,683806
2003;"NE";"13";13,827971
2007;"NE";"13";9,387671
2011;"NE";"13";11,650232
1971;"NW";"13";0
1975;"NW";"13";0
1979;"NW";"13";0
1983;"NW";"13";0
1987;"NW";"13";0
1991;"NW";"13";0
1995;"NW";"13";0
1999;"NW";"13";0
2003;"NW";"13";0
2007;"NW";"13";0
2011;"NW";"13";19,567901
1971;"OW";"13";0
1975;"OW";"13";0
1979;"OW";"13";0
1983;"OW";"13";0
1987;"OW";"13";0
1991;"OW";"13";0
1995;"OW";"13";0
1999;"OW";"13";0
2003;"OW";"13";0
2007;"OW";"13";0
2011;"OW";"13";0
1971;"SG";"13";0
1975;"SG";"13";0
1979;"SG";"13";0
1983;"SG";"13";0
1987;"SG";"13";0
1991;"SG";"13";6,22143
1995;"SG";"13";4,894889
1999;"SG";"13";3,986361
2003;"SG";"13";7,063646
2007;"SG";"13";6,350137
2011;"SG";"13";6,290946
1971;"SH";"13";0
1975;"SH";"13";0
1979;"SH";"13";0
1983;"SH";"13";0
1987;"SH";"13";0
1991;"SH";"13";0
1995;"SH";"13";0
1999;"SH";"13";0
2003;"SH";"13";0
2007;"SH";"13";0
2011;"SH";"13";0
1971;"SO";"13";0
1975;"SO";"13";0
1979;"SO";"13";0
1983;"SO";"13";0
1987;"SO";"13";0
1991;"SO";"13";7,327385
1995;"SO";"13";5,84576
1999;"SO";"13";4,895208
2003;"SO";"13";5,990872
2007;"SO";"13";9,980946
2011;"SO";"13";7,497559
1971;"SZ";"13";0
1975;"SZ";"13";0
1979;"SZ";"13";0
1983;"SZ";"13";0
1987;"SZ";"13";0
1991;"SZ";"13";0
1995;"SZ";"13";0
1999;"SZ";"13";0
2003;"SZ";"13";0
2007;"SZ";"13";3,353762
2011;"SZ";"13";3,829966
1971;"TG";"13";0
1975;"TG";"13";0
1979;"TG";"13";0
1983;"TG";"13";5,903484
1987;"TG";"13";10,784061
1991;"TG";"13";9,013512
1995;"TG";"13";9,27344
1999;"TG";"13";6,146477
2003;"TG";"13";7,927727
2007;"TG";"13";10,23299
2011;"TG";"13";6,911033
1971;"TI";"13";0
1975;"TI";"13";0
1979;"TI";"13";0
1983;"TI";"13";0
1987;"TI";"13";1,924281
1991;"TI";"13";0,959588
1995;"TI";"13";1,727033
1999;"TI";"13";1,421243
2003;"TI";"13";2,971713
2007;"TI";"13";4,807512
2011;"TI";"13";6,74043
1971;"UR";"13";0
1975;"UR";"13";0
1979;"UR";"13";0
1983;"UR";"13";0
1987;"UR";"13";0
1991;"UR";"13";0
1995;"UR";"13";0
1999;"UR";"13";0
2003;"UR";"13";30,609982
2007;"UR";"13";0
2011;"UR";"13";0
1971;"VD";"13";0
1975;"VD";"13";0,952099
1979;"VD";"13";6,391272
1983;"VD";"13";7,026284
1987;"VD";"13";8,363425
1991;"VD";"13";6,280264
1995;"VD";"13";4,047875
1999;"VD";"13";7,092078
2003;"VD";"13";11,252329
2007;"VD";"13";14,273103
2011;"VD";"13";11,500907
1971;"VS";"13";0
1975;"VS";"13";0
1979;"VS";"13";0
1983;"VS";"13";0
1987;"VS";"13";1,656595
1991;"VS";"13";1,326287
1995;"VS";"13";1,302296
1999;"VS";"13";2,079434
2003;"VS";"13";2,591921
2007;"VS";"13";3,930359
2011;"VS";"13";4,930601
1971;"ZG";"13";0
1975;"ZG";"13";0
1979;"ZG";"13";0
1983;"ZG";"13";0
1987;"ZG";"13";0
1991;"ZG";"13";0
1995;"ZG";"13";0
1999;"ZG";"13";0
2003;"ZG";"13";0
2007;"ZG";"13";17,003958
2011;"ZG";"13";15,367084
1971;"ZH";"13";0
1975;"ZH";"13";0
1979;"ZH";"13";1,341001
1983;"ZH";"13";4,162469
1987;"ZH";"13";8,03428
1991;"ZH";"13";7,005143
1995;"ZH";"13";6,525544
1999;"ZH";"13";4,136442
2003;"ZH";"13";8,468171
2007;"ZH";"13";10,365837
2011;"ZH";"13";8,392851
1971;"AG";"18";0
1975;"AG";"18";0
1979;"AG";"18";0
1983;"AG";"18";0
1987;"AG";"18";0
1991;"AG";"18";0
1995;"AG";"18";0
1999;"AG";"18";0
2003;"AG";"18";0
2007;"AG";"18";0
2011;"AG";"18";0
1971;"AI";"18";0
1975;"AI";"18";0
1979;"AI";"18";0
1983;"AI";"18";0
1987;"AI";"18";0
1991;"AI";"18";0
1995;"AI";"18";0
1999;"AI";"18";0
2003;"AI";"18";0
2007;"AI";"18";0
2011;"AI";"18";0
1971;"AR";"18";0
1975;"AR";"18";0
1979;"AR";"18";0
1983;"AR";"18";0
1987;"AR";"18";0
1991;"AR";"18";0
1995;"AR";"18";0
1999;"AR";"18";0
2003;"AR";"18";0
2007;"AR";"18";0
2011;"AR";"18";0
1971;"BE";"18";0
1975;"BE";"18";0
1979;"BE";"18";0
1983;"BE";"18";0
1987;"BE";"18";0
1991;"BE";"18";0
1995;"BE";"18";0
1999;"BE";"18";0
2003;"BE";"18";0
2007;"BE";"18";0
2011;"BE";"18";0
1971;"BL";"18";0
1975;"BL";"18";0
1979;"BL";"18";0
1983;"BL";"18";0
1987;"BL";"18";0
1991;"BL";"18";0
1995;"BL";"18";0
1999;"BL";"18";0
2003;"BL";"18";0
2007;"BL";"18";0
2011;"BL";"18";0
1971;"BS";"18";0
1975;"BS";"18";0
1979;"BS";"18";0
1983;"BS";"18";0
1987;"BS";"18";0
1991;"BS";"18";0
1995;"BS";"18";0
1999;"BS";"18";0
2003;"BS";"18";0
2007;"BS";"18";0
2011;"BS";"18";0
1971;"FR";"18";0
1975;"FR";"18";0
1979;"FR";"18";0
1983;"FR";"18";0
1987;"FR";"18";0
1991;"FR";"18";0
1995;"FR";"18";0
1999;"FR";"18";0
2003;"FR";"18";0
2007;"FR";"18";0
2011;"FR";"18";0
1971;"GE";"18";0
1975;"GE";"18";0
1979;"GE";"18";0
1983;"GE";"18";0
1987;"GE";"18";0
1991;"GE";"18";0
1995;"GE";"18";0
1999;"GE";"18";0
2003;"GE";"18";0
2007;"GE";"18";0
2011;"GE";"18";0
1971;"GL";"18";0
1975;"GL";"18";0
1979;"GL";"18";0
1983;"GL";"18";0
1987;"GL";"18";0
1991;"GL";"18";0
1995;"GL";"18";0
1999;"GL";"18";0
2003;"GL";"18";0
2007;"GL";"18";0
2011;"GL";"18";0
1971;"GR";"18";0
1975;"GR";"18";0
1979;"GR";"18";0
1983;"GR";"18";0
1987;"GR";"18";0
1991;"GR";"18";0
1995;"GR";"18";0
1999;"GR";"18";0
2003;"GR";"18";0
2007;"GR";"18";0
2011;"GR";"18";0
1971;"JU";"18";0
1975;"JU";"18";0
1979;"JU";"18";0
1983;"JU";"18";0
1987;"JU";"18";0
1991;"JU";"18";0
1995;"JU";"18";0
1999;"JU";"18";0
2003;"JU";"18";0
2007;"JU";"18";0
2011;"JU";"18";0
1971;"LU";"18";0
1975;"LU";"18";0
1979;"LU";"18";0
1983;"LU";"18";0
1987;"LU";"18";0
1991;"LU";"18";0
1995;"LU";"18";0
1999;"LU";"18";0
2003;"LU";"18";0
2007;"LU";"18";0
2011;"LU";"18";0
1971;"NE";"18";0
1975;"NE";"18";0
1979;"NE";"18";0
1983;"NE";"18";0
1987;"NE";"18";0
1991;"NE";"18";0
1995;"NE";"18";0
1999;"NE";"18";0
2003;"NE";"18";0
2007;"NE";"18";0
2011;"NE";"18";0
1971;"NW";"18";0
1975;"NW";"18";0
1979;"NW";"18";0
1983;"NW";"18";0
1987;"NW";"18";0
1991;"NW";"18";0
1995;"NW";"18";0
1999;"NW";"18";0
2003;"NW";"18";0
2007;"NW";"18";0
2011;"NW";"18";0
1971;"OW";"18";0
1975;"OW";"18";0
1979;"OW";"18";0
1983;"OW";"18";0
1987;"OW";"18";0
1991;"OW";"18";0
1995;"OW";"18";0
1999;"OW";"18";0
2003;"OW";"18";0
2007;"OW";"18";0
2011;"OW";"18";0
1971;"SG";"18";0
1975;"SG";"18";0
1979;"SG";"18";0
1983;"SG";"18";0
1987;"SG";"18";0
1991;"SG";"18";0
1995;"SG";"18";0
1999;"SG";"18";0
2003;"SG";"18";0
2007;"SG";"18";0
2011;"SG";"18";0
1971;"SH";"18";0
1975;"SH";"18";0
1979;"SH";"18";0
1983;"SH";"18";0
1987;"SH";"18";0
1991;"SH";"18";0
1995;"SH";"18";0
1999;"SH";"18";0
2003;"SH";"18";0
2007;"SH";"18";0
2011;"SH";"18";0
1971;"SO";"18";0
1975;"SO";"18";0
1979;"SO";"18";0
1983;"SO";"18";0
1987;"SO";"18";0
1991;"SO";"18";0
1995;"SO";"18";0
1999;"SO";"18";0
2003;"SO";"18";0
2007;"SO";"18";0
2011;"SO";"18";0
1971;"SZ";"18";0
1975;"SZ";"18";0
1979;"SZ";"18";0
1983;"SZ";"18";0
1987;"SZ";"18";0
1991;"SZ";"18";0
1995;"SZ";"18";0
1999;"SZ";"18";0
2003;"SZ";"18";0
2007;"SZ";"18";0
2011;"SZ";"18";0
1971;"TG";"18";0
1975;"TG";"18";0
1979;"TG";"18";0
1983;"TG";"18";0
1987;"TG";"18";0
1991;"TG";"18";0
1995;"TG";"18";0
1999;"TG";"18";0
2003;"TG";"18";0
2007;"TG";"18";0
2011;"TG";"18";0
1971;"TI";"18";0
1975;"TI";"18";0
1979;"TI";"18";0
1983;"TI";"18";0
1987;"TI";"18";0
1991;"TI";"18";23,524863
1995;"TI";"18";18,603446
1999;"TI";"18";18,523279
2003;"TI";"18";7,961202
2007;"TI";"18";14,051122
2011;"TI";"18";17,534577
1971;"UR";"18";0
1975;"UR";"18";0
1979;"UR";"18";0
1983;"UR";"18";0
1987;"UR";"18";0
1991;"UR";"18";0
1995;"UR";"18";0
1999;"UR";"18";0
2003;"UR";"18";0
2007;"UR";"18";0
2011;"UR";"18";0
1971;"VD";"18";0
1975;"VD";"18";0
1979;"VD";"18";0
1983;"VD";"18";0
1987;"VD";"18";0
1991;"VD";"18";0
1995;"VD";"18";0
1999;"VD";"18";0
2003;"VD";"18";0
2007;"VD";"18";0
2011;"VD";"18";0
1971;"VS";"18";0
1975;"VS";"18";0
1979;"VS";"18";0
1983;"VS";"18";0
1987;"VS";"18";0
1991;"VS";"18";0
1995;"VS";"18";0
1999;"VS";"18";0
2003;"VS";"18";0
2007;"VS";"18";0
2011;"VS";"18";0
1971;"ZG";"18";0
1975;"ZG";"18";0
1979;"ZG";"18";0
1983;"ZG";"18";0
1987;"ZG";"18";0
1991;"ZG";"18";0
1995;"ZG";"18";0
1999;"ZG";"18";0
2003;"ZG";"18";0
2007;"ZG";"18";0
2011;"ZG";"18";0
1971;"ZH";"18";0
1975;"ZH";"18";0
1979;"ZH";"18";0
1983;"ZH";"18";0
1987;"ZH";"18";0
1991;"ZH";"18";0
1995;"ZH";"18";0
1999;"ZH";"18";0
2003;"ZH";"18";0
2007;"ZH";"18";0
2011;"ZH";"18";0
1971;"AG";"9";0
1975;"AG";"9";0,556907
1979;"AG";"9";0
1983;"AG";"9";0
1987;"AG";"9";6,865164
1991;"AG";"9";0
1995;"AG";"9";0,954972
1999;"AG";"9";0
2003;"AG";"9";0,847587
2007;"AG";"9";0
2011;"AG";"9";0
1971;"AI";"9";0
1975;"AI";"9";0
1979;"AI";"9";0
1983;"AI";"9";0
1987;"AI";"9";0
1991;"AI";"9";0
1995;"AI";"9";0
1999;"AI";"9";0
2003;"AI";"9";0
2007;"AI";"9";0
2011;"AI";"9";0
1971;"AR";"9";0
1975;"AR";"9";0
1979;"AR";"9";0
1983;"AR";"9";0
1987;"AR";"9";0
1991;"AR";"9";0
1995;"AR";"9";0
1999;"AR";"9";0
2003;"AR";"9";0
2007;"AR";"9";0
2011;"AR";"9";0
1971;"BE";"9";0
1975;"BE";"9";1,025325
1979;"BE";"9";2,719212
1983;"BE";"9";3,820599
1987;"BE";"9";2,596907
1991;"BE";"9";2,181743
1995;"BE";"9";2,463172
1999;"BE";"9";0
2003;"BE";"9";0
2007;"BE";"9";0
2011;"BE";"9";0,33621
1971;"BL";"9";0
1975;"BL";"9";4,839315
1979;"BL";"9";7,813166
1983;"BL";"9";10,025975
1987;"BL";"9";9,0744
1991;"BL";"9";0,118547
1995;"BL";"9";0
1999;"BL";"9";0
2003;"BL";"9";0
2007;"BL";"9";0
2011;"BL";"9";0
1971;"BS";"9";7,898159
1975;"BS";"9";8,848957
1979;"BS";"9";14,967674
1983;"BS";"9";15,216104
1987;"BS";"9";14,563257
1991;"BS";"9";9,191408
1995;"BS";"9";7,986543
1999;"BS";"9";0
2003;"BS";"9";0
2007;"BS";"9";0
2011;"BS";"9";0
1971;"FR";"9";0
1975;"FR";"9";0
1979;"FR";"9";0
1983;"FR";"9";0
1987;"FR";"9";1,704841
1991;"FR";"9";0
1995;"FR";"9";0,910335
1999;"FR";"9";0
2003;"FR";"9";0
2007;"FR";"9";0
2011;"FR";"9";0
1971;"GE";"9";20,840921
1975;"GE";"9";18,434049
1979;"GE";"9";19,849852
1983;"GE";"9";9,492832
1987;"GE";"9";8,70816
1991;"GE";"9";7,784691
1995;"GE";"9";13,374603
1999;"GE";"9";16,832844
2003;"GE";"9";8,110367
2007;"GE";"9";6,795679
2011;"GE";"9";6,469325
1971;"GL";"9";0
1975;"GL";"9";0
1979;"GL";"9";0
1983;"GL";"9";0
1987;"GL";"9";0
1991;"GL";"9";0
1995;"GL";"9";0
1999;"GL";"9";0
2003;"GL";"9";0
2007;"GL";"9";0
2011;"GL";"9";0
1971;"GR";"9";0
1975;"GR";"9";0
1979;"GR";"9";0
1983;"GR";"9";0
1987;"GR";"9";6,051275
1991;"GR";"9";4,267297
1995;"GR";"9";1,854391
1999;"GR";"9";0
2003;"GR";"9";0
2007;"GR";"9";0
2011;"GR";"9";0
1971;"JU";"9";0,076202
1975;"JU";"9";2,075486
1979;"JU";"9";0
1983;"JU";"9";0,015478
1987;"JU";"9";0,008955
1991;"JU";"9";0
1995;"JU";"9";0,005043
1999;"JU";"9";0
2003;"JU";"9";0
2007;"JU";"9";0
2011;"JU";"9";0
1971;"LU";"9";0
1975;"LU";"9";1,757911
1979;"LU";"9";5,137787
1983;"LU";"9";8,419494
1987;"LU";"9";8,715316
1991;"LU";"9";0
1995;"LU";"9";0,799651
1999;"LU";"9";0
2003;"LU";"9";0
2007;"LU";"9";0
2011;"LU";"9";0
1971;"NE";"9";13,693534
1975;"NE";"9";9,830905
1979;"NE";"9";7,705058
1983;"NE";"9";4,218315
1987;"NE";"9";3,753403
1991;"NE";"9";5,198769
1995;"NE";"9";7,118941
1999;"NE";"9";9,527507
2003;"NE";"9";5,203477
2007;"NE";"9";9,186815
2011;"NE";"9";10,429608
1971;"NW";"9";0
1975;"NW";"9";0
1979;"NW";"9";0
1983;"NW";"9";0
1987;"NW";"9";0
1991;"NW";"9";0
1995;"NW";"9";0
1999;"NW";"9";0
2003;"NW";"9";0
2007;"NW";"9";0
2011;"NW";"9";0
1971;"OW";"9";0
1975;"OW";"9";0
1979;"OW";"9";0
1983;"OW";"9";0
1987;"OW";"9";0
1991;"OW";"9";0
1995;"OW";"9";0
1999;"OW";"9";0
2003;"OW";"9";0
2007;"OW";"9";0
2011;"OW";"9";0
1971;"SG";"9";0,426634
1975;"SG";"9";0,904519
1979;"SG";"9";0
1983;"SG";"9";3,263823
1987;"SG";"9";5,331952
1991;"SG";"9";0
1995;"SG";"9";0
1999;"SG";"9";0
2003;"SG";"9";0
2007;"SG";"9";0
2011;"SG";"9";0
1971;"SH";"9";0
1975;"SH";"9";6,127129
1979;"SH";"9";4,112793
1983;"SH";"9";2,690569
1987;"SH";"9";0
1991;"SH";"9";3,927774
1995;"SH";"9";0
1999;"SH";"9";0
2003;"SH";"9";0
2007;"SH";"9";0
2011;"SH";"9";0
1971;"SO";"9";0
1975;"SO";"9";3,398457
1979;"SO";"9";5,022955
1983;"SO";"9";3,453529
1987;"SO";"9";0,326025
1991;"SO";"9";0
1995;"SO";"9";0
1999;"SO";"9";0
2003;"SO";"9";0
2007;"SO";"9";0
2011;"SO";"9";0
1971;"SZ";"9";0
1975;"SZ";"9";0
1979;"SZ";"9";0
1983;"SZ";"9";0
1987;"SZ";"9";0
1991;"SZ";"9";0
1995;"SZ";"9";0
1999;"SZ";"9";0
2003;"SZ";"9";0
2007;"SZ";"9";0
2011;"SZ";"9";0
1971;"TG";"9";0
1975;"TG";"9";0
1979;"TG";"9";0
1983;"TG";"9";0
1987;"TG";"9";0,220329
1991;"TG";"9";0
1995;"TG";"9";0
1999;"TG";"9";0
2003;"TG";"9";0
2007;"TG";"9";0
2011;"TG";"9";0
1971;"TI";"9";9,48793
1975;"TI";"9";11,17749
1979;"TI";"9";12,109044
1983;"TI";"9";10,565725
1987;"TI";"9";13,0639
1991;"TI";"9";10,691834
1995;"TI";"9";1,342442
1999;"TI";"9";1,338774
2003;"TI";"9";0
2007;"TI";"9";1,273865
2011;"TI";"9";1,213527
1971;"UR";"9";0
1975;"UR";"9";0
1979;"UR";"9";0
1983;"UR";"9";0
1987;"UR";"9";0
1991;"UR";"9";0
1995;"UR";"9";0
1999;"UR";"9";0
2003;"UR";"9";0
2007;"UR";"9";0
2011;"UR";"9";0
1971;"VD";"9";12,241123
1975;"VD";"9";10,673649
1979;"VD";"9";9,317672
1983;"VD";"9";7,915328
1987;"VD";"9";7,15976
1991;"VD";"9";7,79261
1995;"VD";"9";14,08702
1999;"VD";"9";9,856211
2003;"VD";"9";9,378996
2007;"VD";"9";6,843186
2011;"VD";"9";3,902017
1971;"VS";"9";0
1975;"VS";"9";0
1979;"VS";"9";0
1983;"VS";"9";0
1987;"VS";"9";0
1991;"VS";"9";0
1995;"VS";"9";0,84853
1999;"VS";"9";0
2003;"VS";"9";0
2007;"VS";"9";0
2011;"VS";"9";0
1971;"ZG";"9";0
1975;"ZG";"9";0
1979;"ZG";"9";0
1983;"ZG";"9";0
1987;"ZG";"9";7,832197
1991;"ZG";"9";10,135881
1995;"ZG";"9";10,394494
1999;"ZG";"9";0
2003;"ZG";"9";13,597988
2007;"ZG";"9";0
2011;"ZG";"9";0
1971;"ZH";"9";1,595112
1975;"ZH";"9";2,619907
1979;"ZH";"9";3,486852
1983;"ZH";"9";4,763707
1987;"ZH";"9";4,100448
1991;"ZH";"9";2,432687
1995;"ZH";"9";2,721299
1999;"ZH";"9";1,788632
2003;"ZH";"9";1,435582
2007;"ZH";"9";1,336839
2011;"ZH";"9";0,235797
1971;"AG";"16";9,232515
1975;"AG";"16";9,982334
1979;"AG";"16";3,727599
1983;"AG";"16";3,996259
1987;"AG";"16";10,858392
1991;"AG";"16";19,062804
1995;"AG";"16";17,060519
1999;"AG";"16";5,583659
2003;"AG";"16";1,665352
2007;"AG";"16";1,815852
2011;"AG";"16";1,544733
1971;"AI";"16";0
1975;"AI";"16";0
1979;"AI";"16";0
1983;"AI";"16";0
1987;"AI";"16";0
1991;"AI";"16";0
1995;"AI";"16";0
1999;"AI";"16";0
2003;"AI";"16";0
2007;"AI";"16";0
2011;"AI";"16";0
1971;"AR";"16";0
1975;"AR";"16";0
1979;"AR";"16";0
1983;"AR";"16";0
1987;"AR";"16";0
1991;"AR";"16";15,790968
1995;"AR";"16";8,90973
1999;"AR";"16";0
2003;"AR";"16";0
2007;"AR";"16";0
2011;"AR";"16";0
1971;"BE";"16";6,201895
1975;"BE";"16";7,454913
1979;"BE";"16";4,989803
1983;"BE";"16";7,846359
1987;"BE";"16";9,107216
1991;"BE";"16";16,384716
1995;"BE";"16";15,481796
1999;"BE";"16";10,410237
2003;"BE";"16";7,82066
2007;"BE";"16";5,697493
2011;"BE";"16";3,663063
1971;"BL";"16";9,718233
1975;"BL";"16";5,54583
1979;"BL";"16";0,047511
1983;"BL";"16";3,87158
1987;"BL";"16";8,545755
1991;"BL";"16";13,065427
1995;"BL";"16";12,824602
1999;"BL";"16";10,401585
2003;"BL";"16";2,88736
2007;"BL";"16";1,269313
2011;"BL";"16";0,673769
1971;"BS";"16";12,91073
1975;"BS";"16";8,168641
1979;"BS";"16";3,93524
1983;"BS";"16";5,299794
1987;"BS";"16";4,488534
1991;"BS";"16";4,152827
1995;"BS";"16";9,387721
1999;"BS";"16";3,832973
2003;"BS";"16";1,843383
2007;"BS";"16";1,186102
2011;"BS";"16";0,510423
1971;"FR";"16";0
1975;"FR";"16";0
1979;"FR";"16";0
1983;"FR";"16";0
1987;"FR";"16";0
1991;"FR";"16";1,426749
1995;"FR";"16";0,876112
1999;"FR";"16";0,323451
2003;"FR";"16";0,710258
2007;"FR";"16";0,866123
2011;"FR";"16";0,702299
1971;"GE";"16";6,847714
1975;"GE";"16";8,498419
1979;"GE";"16";7,147475
1983;"GE";"16";14,318757
1987;"GE";"16";7,999182
1991;"GE";"16";5,06203
1995;"GE";"16";2,384697
1999;"GE";"16";0
2003;"GE";"16";0
2007;"GE";"16";0
2011;"GE";"16";0
1971;"GL";"16";0
1975;"GL";"16";0
1979;"GL";"16";0
1983;"GL";"16";0
1987;"GL";"16";0
1991;"GL";"16";0
1995;"GL";"16";0
1999;"GL";"16";0
2003;"GL";"16";0
2007;"GL";"16";0
2011;"GL";"16";0
1971;"GR";"16";0
1975;"GR";"16";3,497863
1979;"GR";"16";0
1983;"GR";"16";0
1987;"GR";"16";0
1991;"GR";"16";0
1995;"GR";"16";0
1999;"GR";"16";0
2003;"GR";"16";1,848757
2007;"GR";"16";1,539123
2011;"GR";"16";0,497646
1971;"JU";"16";0,822983
1975;"JU";"16";0,428392
1979;"JU";"16";0
1983;"JU";"16";0
1987;"JU";"16";0
1991;"JU";"16";0
1995;"JU";"16";0
1999;"JU";"16";0
2003;"JU";"16";1,847792
2007;"JU";"16";0
2011;"JU";"16";0
1971;"LU";"16";0
1975;"LU";"16";0
1979;"LU";"16";0
1983;"LU";"16";1,292627
1987;"LU";"16";4,862814
1991;"LU";"16";2,817466
1995;"LU";"16";2,196992
1999;"LU";"16";1,158301
2003;"LU";"16";0,351279
2007;"LU";"16";0
2011;"LU";"16";0,208847
1971;"NE";"16";10,084145
1975;"NE";"16";0
1979;"NE";"16";0
1983;"NE";"16";0
1987;"NE";"16";3,415184
1991;"NE";"16";6,351127
1995;"NE";"16";4,797071
1999;"NE";"16";2,266126
2003;"NE";"16";0
2007;"NE";"16";0
2011;"NE";"16";0
1971;"NW";"16";0
1975;"NW";"16";0
1979;"NW";"16";0
1983;"NW";"16";0
1987;"NW";"16";0
1991;"NW";"16";0
1995;"NW";"16";0
1999;"NW";"16";8,014399
2003;"NW";"16";10,234542
2007;"NW";"16";0
2011;"NW";"16";0
1971;"OW";"16";0
1975;"OW";"16";0
1979;"OW";"16";0
1983;"OW";"16";0
1987;"OW";"16";0
1991;"OW";"16";0
1995;"OW";"16";3,755002
1999;"OW";"16";0
2003;"OW";"16";0
2007;"OW";"16";0
2011;"OW";"16";0
1971;"SG";"16";6,993856
1975;"SG";"16";7,522911
1979;"SG";"16";0
1983;"SG";"16";0
1987;"SG";"16";7,217368
1991;"SG";"16";15,611994
1995;"SG";"16";13,280844
1999;"SG";"16";3,362444
2003;"SG";"16";1,873648
2007;"SG";"16";1,652845
2011;"SG";"16";1,209797
1971;"SH";"16";6,452132
1975;"SH";"16";0
1979;"SH";"16";0
1983;"SH";"16";0
1987;"SH";"16";3,026964
1991;"SH";"16";14,206379
1995;"SH";"16";8,585034
1999;"SH";"16";0
2003;"SH";"16";0
2007;"SH";"16";0
2011;"SH";"16";3,794931
1971;"SO";"16";4,572437
1975;"SO";"16";0
1979;"SO";"16";0
1983;"SO";"16";0
1987;"SO";"16";4,927345
1991;"SO";"16";9,106241
1995;"SO";"16";13,354716
1999;"SO";"16";1,283665
2003;"SO";"16";0
2007;"SO";"16";0,378707
2011;"SO";"16";0,48364
1971;"SZ";"16";0
1975;"SZ";"16";0
1979;"SZ";"16";0
1983;"SZ";"16";0
1987;"SZ";"16";4,913607
1991;"SZ";"16";0
1995;"SZ";"16";5,923114
1999;"SZ";"16";0
2003;"SZ";"16";0
2007;"SZ";"16";0
2011;"SZ";"16";0
1971;"TG";"16";13,048472
1975;"TG";"16";10,050463
1979;"TG";"16";3,945874
1983;"TG";"16";2,729768
1987;"TG";"16";6,356829
1991;"TG";"16";12,219033
1995;"TG";"16";12,726997
1999;"TG";"16";7,046433
2003;"TG";"16";5,210204
2007;"TG";"16";4,541166
2011;"TG";"16";3,462469
1971;"TI";"16";1,751578
1975;"TI";"16";0
1979;"TI";"16";0
1983;"TI";"16";0
1987;"TI";"16";0
1991;"TI";"16";0
1995;"TI";"16";0
1999;"TI";"16";0
2003;"TI";"16";0
2007;"TI";"16";0
2011;"TI";"16";0
1971;"UR";"16";0
1975;"UR";"16";0
1979;"UR";"16";0
1983;"UR";"16";0
1987;"UR";"16";1,706984
1991;"UR";"16";0
1995;"UR";"16";0
1999;"UR";"16";0
2003;"UR";"16";0
2007;"UR";"16";0
2011;"UR";"16";0
1971;"VD";"16";7,157226
1975;"VD";"16";5,714152
1979;"VD";"16";0
1983;"VD";"16";2,567645
1987;"VD";"16";3,869742
1991;"VD";"16";5,336598
1995;"VD";"16";4,515537
1999;"VD";"16";3,609896
2003;"VD";"16";2,07196
2007;"VD";"16";1,450311
2011;"VD";"16";1,149908
1971;"VS";"16";0
1975;"VS";"16";0
1979;"VS";"16";0
1983;"VS";"16";0
1987;"VS";"16";0
1991;"VS";"16";0
1995;"VS";"16";0
1999;"VS";"16";0
2003;"VS";"16";0
